0.0010000000,0.2130757257,300.0008956909,-905.0853497550,905.1311445016,905.2154523578,-905.1316703071,0.0000006858
0.0010000000,-499.8846374512,300.0005569458,-905.0529815278,905.1072395253,905.3256995197,-905.2178596341,0.0000007300
0.0010000000,-1000.2117950439,300.0002670288,-905.0195800312,905.0441145654,905.3666668576,-905.3076000328,0.0000007376
0.0010000000,-1500.2099121094,300.0000839233,-904.9229655359,904.9506813708,905.4476119128,-905.3783973151,0.0000007273
0.0010000000,-2000.4709228516,300.0007232666,-904.9243649665,904.9283427935,905.5580161908,-905.4723421231,0.0000007219
0.0010000000,-2500.2069335937,300.0005813599,-904.8496927725,904.9195235896,905.6633683461,-905.6013807832,0.0000007106
0.0010000000,-3000.4891845703,300.0003234863,-904.8044026841,904.8587751169,905.7418056246,-905.6868032964,0.0000006894
0.0010000000,-3500.4112915039,300.0009246826,-904.7734330055,904.7839710483,905.7673790352,-905.7637445587,0.0000006789
0.0010000000,-4000.5025268555,300.0007644653,-904.6987971553,904.7603398531,905.8856986031,-905.7806933133,0.0000006653
0.0010000000,-4500.5766357422,300.0001876831,-904.5785968943,904.6034744901,905.9340924178,-905.8919486244,0.0000006495
0.0010000000,-5000.5338623047,299.9989715576,-904.5402831686,904.6048230069,905.9727966227,-905.9019989481,0.0000006421
0.0010000000,-5000.5583251953,300.0006744385,-904.5592360153,904.5814115984,905.9942490180,-905.9340677419,0.0000006546
0.0010000000,-6000.2960205078,300.0015777588,-904.4358766621,904.4448571115,906.1480149497,-906.0669722907,0.0000006239
0.0010000000,-7000.2847656250,300.0009445190,-904.3013739828,904.3327856724,906.2922498909,-906.2266146592,0.0000006294
0.0010000000,-8000.1992675781,300.0009353638,-904.2249620039,904.2647990475,906.3881978899,-906.3191717229,0.0000006145
0.0010000000,-9000.3124511719,300.0012023926,-904.0767715820,904.0871120400,906.4663260725,-906.3788328612,0.0000006148
0.0010000000,-10000.2855468750,300.0004852295,-903.8401153524,903.9018569711,906.5561405830,-906.5320761368,0.0000006045
0.0010000000,-10000.3009765625,300.0013610840,-903.8459900150,903.8585704834,906.5747474685,-906.4795500633,0.0000006000
0.0010000000,-9000.3442382813,300.0009231567,-904.0498454369,904.0052998171,906.4631704351,-906.3984004668,0.0000006046
0.0010000000,-8000.2695556641,299.9996932983,-904.2236387184,904.1498145714,906.3360099589,-906.2915353020,0.0000005963
0.0010000000,-7000.3312500000,300.0007644653,-904.2328641001,904.3037261766,906.1925495145,-906.1448179772,0.0000005969
0.0010000000,-6000.3505859375,300.0012557983,-904.3753299609,904.4325788209,906.0607626905,-906.0046705475,0.0000006062
0.0010000000,-5000.6040283203,300.0011413574,-904.4880953956,904.5266182026,905.9673955529,-905.8701294050,0.0000006051
0.0010000000,-5000.6081054688,300.0011947632,-904.5694541002,904.5861875892,906.0697670730,-905.9487177261,0.0000006050
0.0010000000,-4500.2132568359,300.0001312256,-904.6107136334,904.6641286747,905.9823890675,-905.9368069655,0.0000006075
0.0010000000,-4000.1776611328,300.0007522583,-904.7621603821,904.7254173222,905.8991806383,-905.8010684984,0.0000006116
0.0010000000,-3500.4603637695,300.0007110596,-904.8470709246,904.8431807747,905.8700218419,-905.6922464958,0.0000005910
0.0010000000,-3000.3569213867,300.0008056641,-904.7787812885,904.8437618685,905.7292209485,-905.6811435720,0.0000005907
0.0010000000,-2500.3007568359,300.0009918213,-904.9263895392,904.9451929425,905.6727526239,-905.6368224961,0.0000005982
0.0010000000,-2000.3197937012,300.0005477905,-905.0559964405,905.0290045963,905.6929524458,-905.5184146810,0.0000006040
0.0010000000,-1500.0425109863,300.0004364014,-905.0801390357,905.1582201630,905.5937130474,-905.5743940722,0.0000006058
0.0010000000,-1000.4697174072,300.0004409790,-905.2078718449,905.1777746083,905.4586192836,-905.4617959624,0.0000006057
0.0010000000,-500.3254928589,300.0004989624,-905.2611065275,905.2720555664,905.5005178748,-905.4085517152,0.0000006007
0.0010000000,-0.0163276423,300.0012496948,-905.2804842831,905.3139176095,905.3958909377,-905.3786155024,0.0000005997
0.0010000000,500.3997848511,300.0014526367,-905.3466998644,905.4120832254,905.3974708510,-905.2838665351,0.0000005828
0.0010000000,1000.4003479004,300.0004425049,-905.3989585046,905.4852998918,905.3184294431,-905.2458838034,0.0000005859
0.0010000000,1500.6057861328,300.0013320923,-905.4438369356,905.4785278243,905.1685517373,-905.0917596375,0.0000005846
0.0010000000,2000.3385742187,300.0012908936,-905.5016578626,905.5047039144,905.0930609341,-904.9890737254,0.0000005863
0.0010000000,2500.3317993164,299.9998428345,-905.5449166691,905.5439193693,905.0391915758,-904.9417010315,0.0000005794
