0.0010000000,10000.3478515625,123.9580112457,25.8435371180,-25.8804714610,-8.7327501180,8.7318736230,0.0000005208,1000000.0000000000
0.0010000000,9000.5916992188,124.0026554108,26.3159612000,-26.2914381830,-8.3508890680,8.3698176090,0.0000005130,1000000.0000000000
0.0010000000,8000.4132812500,124.0022331238,26.6080837570,-26.5748555640,-8.0354397920,8.0613317780,0.0000005112,1000000.0000000000
0.0010000000,7000.5239990234,123.9996486664,26.8974610210,-26.8522882160,-7.7487995320,7.7942090050,0.0000005144,1000000.0000000000
0.0010000000,6000.3269287109,123.9991981506,27.1249739350,-27.1240725380,-7.4747850670,7.4940085100,0.0000005400,1000000.0000000000
0.0010000000,5000.2612304688,123.9996238708,27.4331261730,-27.3829219650,-7.2040129060,7.2291012160,0.0000005392,1000000.0000000000
0.0010000000,5000.2873535156,123.9998809814,27.4290774780,-27.3954470350,-7.1865268180,7.2460757350,0.0000005238,1000000.0000000000
0.0010000000,4500.2303955078,123.9997798920,27.5555246970,-27.5233033320,-7.0732261040,7.1197315800,0.0000005271,1000000.0000000000
0.0010000000,4000.1678955078,123.9999958038,27.6512574750,-27.6295212030,-6.9416239870,6.9718683800,0.0000005453,1000000.0000000000
0.0010000000,3500.1688720703,124.0007263184,27.7703125060,-27.7198943150,-6.8323675700,6.8594692910,0.0000005278,1000000.0000000000
0.0010000000,3000.6393310547,124.0002647400,27.8717783040,-27.8385415650,-6.7207814940,6.7610255170,0.0000005208,1000000.0000000000
0.0010000000,2500.4208251953,124.0004974365,27.9715528950,-27.9483212560,-6.6077764100,6.6611640970,0.0000005193,1000000.0000000000
0.0010000000,2000.1900329590,123.9998130798,28.0740378070,-28.0382875020,-6.5253057420,6.5589793860,0.0000005251,1000000.0000000000
0.0010000000,1500.4792724609,124.0002094269,28.1243616400,-28.1306396840,-6.4537441270,6.4982271800,0.0000005214,1000000.0000000000
0.0010000000,1000.2697387695,124.0001102448,28.1526487330,-28.1223265150,-6.3984561220,6.4197934620,0.0000005471,1000000.0000000000
0.0010000000,500.5140686035,124.0001121521,28.1484004400,-28.1066817200,-6.4228162380,6.4902475240,0.0000005360,1000000.0000000000
