0.0005000000,0.3379822016,300.0009704590,-452.7367038350,454.4074084700,455.3474174750,-453.3394246260,-0.0000028073
0.0005000000,99.9357822418,300.0004287720,-452.8472256710,454.9744036130,454.9656469480,-452.8937877210,-0.0000028894
0.0005000000,200.2152633667,300.0009094238,-452.6296506370,454.8388617900,454.9574470480,-453.1500854700,-0.0000029076
0.0005000000,300.0702331543,300.0009323120,-453.1593349860,455.2773580380,454.4107437400,-452.6854960570,-0.0000029168
0.0005000000,400.0925338745,300.0017776489,-452.4304704980,455.0863094790,454.5665454040,-453.5436170450,-0.0000029715
0.0005000000,500.3320236206,299.9999496460,-453.1057525660,454.7311012340,455.0412667610,-453.3522921130,-0.0000030719
0.0005000000,599.9526885986,300.0004806519,-452.9690075190,455.1691477730,455.1326184780,-453.3430338120,-0.0000028985
0.0005000000,700.3864440918,300.0007583618,-452.9781473340,455.1051929320,455.1504782480,-453.5894164900,-0.0000030171
0.0005000000,800.1989471436,300.0005706787,-453.3795941910,455.1871124810,454.5395358870,-453.7534368800,-0.0000030354
0.0005000000,900.2890655518,300.0005767822,-453.2334672040,455.2964306320,454.9135645570,-453.6895228920,-0.0000030080
0.0005000000,1000.3040222168,300.0008178711,-453.5164662780,454.7764595450,455.2871970330,-453.6986691340,-0.0000029989
0.0005000000,1000.2999389648,300.0011260986,-453.3246848470,455.9988241420,454.8037145960,-454.2549708610,-0.0000029898
0.0005000000,900.5159851074,300.0000946045,-453.6072214720,455.5153080080,455.2601935280,-454.2549479080,-0.0000030810
0.0005000000,800.4357208252,300.0011840820,-453.0872609690,454.9587858020,454.9859239560,-453.4334750240,-0.0000030810
0.0005000000,700.3839965820,300.0005584717,-453.1049770190,455.5238334200,455.0406077540,-453.4515784140,-0.0000031539
0.0005000000,600.1910888672,300.0011337280,-453.3329361330,455.4234188040,455.4690228770,-453.2232816810,-0.0000031996
0.0005000000,500.5483551025,300.0012832642,-453.4241178630,455.6240538680,455.4603721460,-453.8625095290,-0.0000034732
0.0005000000,400.2998931885,300.0013931274,-453.3515464620,455.5603764400,454.8488569530,-453.7709229540,-0.0000033820
0.0005000000,300.0636978149,300.0002059937,-453.2966437320,455.4871632350,454.8389308780,-452.6670795280,-0.0000032087
0.0005000000,200.1834220886,299.9999740601,-452.6852687860,455.4233722800,455.2409688040,-453.2049551760,-0.0000033090
0.0005000000,100.1366127014,300.0006546021,-453.4874961990,456.0248601820,455.4228449990,-452.6577283330,-0.0000034002
0.0005000000,-0.0571467485,300.0010574341,-452.6390411650,455.1582080920,454.9573979770,-453.6422219510,-0.0000032360
0.0005000000,-99.9170055389,299.9993133545,-452.3288713390,455.6964306670,455.5867683060,-453.6789075620,-0.0000033820
