0.0010000000,10000.4234863281,200.0085540771,-219.0928516190,218.9634342000,229.2122144492,-229.1873938778,0.0000009181
0.0010000000,8000.5030029297,200.0034683228,-220.0393422440,219.9928882230,228.1777479939,-228.1501760142,0.0000008692
0.0010000000,6000.3701416016,200.0008834839,-221.0330705790,221.0229297960,227.1624443280,-227.1210783468,0.0000008524
0.0010000000,4000.2087646484,200.0007469177,-222.0899636480,222.0378892160,226.1440276461,-226.1242876240,0.0000008326
0.0010000000,2000.2120605469,200.0001037598,-223.1317683340,223.1005386730,225.1638263405,-225.1095998540,0.0000008310
0.0010000000,0.2563439801,199.9997703552,-224.1518681480,224.1217586730,224.1076798138,-224.0903943589,0.0000008108
0.0010000000,-2000.4913269043,200.0002754211,-225.1682478630,225.1689511930,223.1233286320,-223.0786737270,0.0000008078
0.0010000000,-4000.1490478516,199.9999076843,-226.1921006980,226.1745995370,222.0900448709,-222.0689888226,0.0000007912
0.0010000000,-6000.3204345703,200.0004226685,-227.2069731380,227.2274415520,221.0627401268,-221.0310533406,0.0000007848
0.0010000000,-8000.1976562500,200.0009353638,-228.2460583970,228.2099103100,220.0680550225,-220.0063826270,0.0000007768
0.0010000000,-10000.3635253906,200.0007781982,-229.2909489900,229.2652833650,219.0869369687,-219.0451523064,0.0000007743
0.0010000000,-10000.3594238281,200.0008323669,-229.2967465050,229.2611489320,219.0828542744,-219.0524714222,0.0000007767
0.0010000000,-8000.4172363281,200.0001655579,-228.2576398510,228.2217309680,220.0822711548,-220.0637077187,0.0000007774
0.0010000000,-6000.3359619141,200.0002761841,-227.2084252860,227.1909201430,221.1056544166,-221.0624878724,0.0000007777
0.0010000000,-4000.3588989258,200.0008949280,-226.1901899290,226.1594997840,222.0985599280,-222.0847320655,0.0000007755
0.0010000000,-2000.2740783691,199.9998062134,-225.1498693540,225.1443788930,223.1297141442,-223.0868950770,0.0000007680
0.0010000000,-0.4016599968,200.0003669739,-224.1305768940,224.1228942070,224.1818152689,-224.1206967374,0.0000007871
0.0010000000,2000.3802673340,200.0003074646,-223.1238340930,223.1059051340,225.2244375964,-225.1417262296,0.0000007702
0.0010000000,4000.3907470703,200.0004905701,-222.1270479940,222.1246959960,226.2294608143,-226.1879686396,0.0000007611
0.0010000000,6000.3147949219,200.0003829956,-221.1116342210,221.0953730080,227.2718973577,-227.2285308489,0.0000007716
0.0010000000,8000.4084472656,200.0004661560,-220.1240073500,220.1070078160,228.3049532284,-228.2887191096,0.0000007574
0.0010000000,10000.5127441406,199.9998756409,-219.1099881780,219.0929612320,229.3533745589,-229.3259227336,0.0000007655
