,I,B,T,V1,V2,V3,V4,V5,V6,V7,V8,multiplier,RHc,RHd,R
0,2e-05,20000,150.0003898621,64.62896003,-64.61433927,-64.738620825,64.782828397,64.774241123,-64.785510225,-64.618001961,64.633053638,1000000.0,-0.015822602400000108,-0.013519681149999485,-0.014671141774999796
1,2e-05,16000,150.000970459,65.351178261,-65.377975624,-65.487641978,65.52306073,65.475721719,-65.495421981,-65.361016779,65.406235999,1000000.0,-0.01209949074999983,-0.012172496499999852,-0.012135993624999841
2,2e-05,12000,150.0007209778,66.178656396,-66.187310119,-66.255104776,66.282116179,66.258378264,-66.270661449,-66.150605553,66.205957815,1000000.0,-0.008153659900000321,-0.009032879349999945,-0.008593269625000132
3,2e-05,8000,150.000579071,67.002173279,-67.015794236,-67.047607753,67.090904103,67.084305066,-67.098560479,-67.003414934,67.021797073,1000000.0,-0.008244901499999457,-0.005664992449998607,-0.006954946974999032
4,2e-05,4000,149.9999763489,67.837989377,-67.840074949,-67.885181166,67.922731744,67.893961279,-67.915712549,-67.817087614,67.854269039,1000000.0,-0.006580475100000172,-0.006827812849999759,-0.006704143974999965
5,2e-05,0,150.0003921509,68.671654279,-68.696470649,-68.716996272,68.75253623,68.729378089,-68.742628857,-68.673667531,68.708677784,1000000.0,-0.005194100900000364,-0.004359359349999181,-0.0047767301249997726
6,2e-05,-4000,150.0009742737,67.858014192,-67.871398286,-67.812879711,67.844845294,67.804476494,-67.83800347,-67.847583143,67.904929297,1000000.0,0.004346625699999862,0.004739371750000743,0.004542998725000302
7,2e-05,-8000,150.0002738953,67.061057873,-67.094929542,-66.986787551,67.014996914,67.007558002,-67.010149873,-67.062555592,67.067773846,1000000.0,0.00691397699999996,0.0064272486499987735,0.006670612824999367
8,2e-05,-12000,149.9998512268,66.258679509,-66.263423148,-66.180949051,66.197504451,66.161875274,-66.190194144,-66.2671284,66.282743086,1000000.0,0.008501661950000284,0.00857089919999936,0.008536280574999822
9,2e-05,-16000,150.0000747681,65.493211709,-65.493169354,-65.350089745,65.384137311,65.366341843,-65.381771006,-65.469391991,65.525999656,1000000.0,0.011913410700000782,0.013058229549999112,0.012485820124999946
10,2e-05,-20000,150.0007659912,64.777885608,-64.773754221,-64.606596592,64.639373168,64.629111212,-64.595124497,-64.771531959,64.799426758,1000000.0,0.016370206000000564,0.016249447849999397,0.01630982692499998
11,2e-05,-20000,150.0008338928,64.774241123,-64.785510225,-64.618001961,64.633053638,64.62896003,-64.61433927,-64.738620825,64.782828397,1000000.0,0.015822602399999396,0.013519681149999485,0.014671141774999442
12,2e-05,-16000,150.0006645203,65.475721719,-65.495421981,-65.361016779,65.406235999,65.351178261,-65.377975624,-65.487641978,65.52306073,1000000.0,0.012099490750001251,0.012172496499999852,0.012135993625000552
13,2e-05,-12000,150.0002578735,66.258378264,-66.270661449,-66.150605553,66.205957815,66.178656396,-66.187310119,-66.255104776,66.282116179,1000000.0,0.008153659900000321,0.009032879349998524,0.008593269624999423
14,2e-05,-8000,150.0003196716,67.084305066,-67.098560479,-67.003414934,67.021797073,67.002173279,-67.015794236,-67.047607753,67.090904103,1000000.0,0.008244901499999457,0.005664992450000028,0.0069549469749997424
15,2e-05,-4000,150.000163269,67.893961279,-67.915712549,-67.817087614,67.854269039,67.837989377,-67.840074949,-67.885181166,67.922731744,1000000.0,0.006580475100000172,0.006827812849999759,0.006704143974999965
16,2e-05,0,150.0006767273,68.729378089,-68.742628857,-68.673667531,68.708677784,68.671654279,-68.696470649,-68.716996272,68.75253623,1000000.0,0.005194100899999654,0.004359359349999892,0.0047767301249997726
17,2e-05,4000,150.0003349304,67.804476494,-67.83800347,-67.847583143,67.904929297,67.858014192,-67.871398286,-67.812879711,67.844845294,1000000.0,-0.004346625699999151,-0.004739371749999321,-0.004542998724999236
18,2e-05,8000,150.000403595,67.007558002,-67.010149873,-67.062555592,67.067773846,67.061057873,-67.094929542,-66.986787551,67.014996914,1000000.0,-0.0069139770000006704,-0.006427248649999484,-0.006670612825000077
19,2e-05,12000,150.0003761292,66.161875274,-66.190194144,-66.2671284,66.282743086,66.258679509,-66.263423148,-66.180949051,66.197504451,1000000.0,-0.008501661950000993,-0.00857089920000007,-0.008536280575000532
20,2e-05,16000,150.0004890442,65.366341843,-65.381771006,-65.469391991,65.525999656,65.493211709,-65.493169354,-65.350089745,65.384137311,1000000.0,-0.011913410700000071,-0.013058229549999112,-0.012485820124999592
21,2e-05,20000,150.0008651733,64.629111212,-64.595124497,-64.771531959,64.799426758,64.777885608,-64.773754221,-64.606596592,64.639373168,1000000.0,-0.016370206000000564,-0.016249447849999397,-0.01630982692499998
