,I,B,T,V1,V2,V3,V4,V5,V6,V7,V8,multiplier,RHc,RHd,R
0,2e-05,20000,200.0750602722,90.074230149,-90.035421498,-90.335876096,90.390929928,90.312218704,-90.290665527,-89.990554759,90.013609964,1000000.0,-0.024661629199999167,-0.03613206505000051,-0.030396847124999838
1,2e-05,19000,200.0179077148,90.060060484,-90.040433386,-90.321327318,90.362924489,90.32442362,-90.296795732,-90.015329714,90.053365596,1000000.0,-0.026036274100000156,-0.030777824850000003,-0.028407049475000078
2,2e-05,18000,200.0101585388,90.075558805,-90.059198517,-90.312052882,90.361836318,90.32357897,-90.318476909,-90.041333974,90.062360514,1000000.0,-0.02536492785000064,-0.028509735600000852,-0.02693733172500075
3,2e-05,17000,200.0067810059,90.097508471,-90.063512198,-90.308128253,90.379099951,90.350307761,-90.334491295,-90.043136424,90.086129701,1000000.0,-0.02618891935000107,-0.02789810395000032,-0.027043511650000695
4,2e-05,16000,200.0054725647,90.141590872,-90.093468038,-90.325254833,90.364915421,90.362267656,-90.312464325,-90.070814622,90.113042871,1000000.0,-0.021983653550000072,-0.02531563805000019,-0.023649645800000133
5,2e-05,15000,200.0035621643,90.161651864,-90.112844492,-90.345319051,90.378367675,90.352954247,-90.340602099,-90.103798777,90.134499925,1000000.0,-0.020952999500000402,-0.024269401200000828,-0.022611200350000617
6,2e-05,14000,200.0017082214,90.156804277,-90.11222332,-90.344466862,90.373746403,90.347900936,-90.328726647,-90.124598824,90.132385902,1000000.0,-0.020379999300000406,-0.023061426950000196,-0.0217207131250003
7,2e-05,13000,200.0008552551,90.174407279,-90.161216036,-90.364061606,90.406424777,90.357707247,-90.328675805,-90.146892893,90.153675445,1000000.0,-0.017537986850000208,-0.02349590224999929,-0.02051694454999975
8,2e-05,12000,199.9996444702,90.232365002,-90.164032064,-90.34995402,90.372463883,90.354661707,-90.345823828,-90.146003923,90.1847022,1000000.0,-0.015204423450000348,-0.019585589000000424,-0.017395006225000384
9,2e-05,11000,200.0008834839,90.219765841,-90.172002438,-90.342658839,90.414798803,90.377623981,-90.327006092,-90.175051522,90.209993159,1000000.0,-0.01564308969999928,-0.018620648049999033,-0.017131868874999158
10,2e-05,10000,200.0001586914,90.23165027,-90.211153689,-90.359486637,90.396813699,90.361210173,-90.33327632,-90.19747706,90.225618608,1000000.0,-0.012584126699999842,-0.01666023340000038,-0.01462218005000011
11,2e-05,9000,200.0004432678,90.251757936,-90.233328811,-90.340912471,90.402936685,90.362412337,-90.363465912,-90.20946385,90.219639127,1000000.0,-0.012039575099998246,-0.01573730895000054,-0.013888442024999392
12,2e-05,8000,200.000403595,90.268410201,-90.228629766,-90.358720871,90.397827192,90.371942546,-90.355032839,-90.239246517,90.259924987,1000000.0,-0.011496770900001252,-0.012868827949999684,-0.012182799425000468
13,2e-05,7000,200.0005874634,90.294500245,-90.250902636,-90.360601309,90.382519494,90.368246728,-90.344556012,-90.234781997,90.267595026,1000000.0,-0.008369992949999983,-0.012037189000000836,-0.010203590975000409
14,2e-05,6000,199.9997497559,90.28723839,-90.257608852,-90.366318174,90.375933157,90.371597155,-90.334222421,-90.239807522,90.288418298,1000000.0,-0.008048616700000366,-0.010701275550000134,-0.00937494612500025
