,I,B,T,V1,V2,V3,V4,V5,V6,V7,V8,multiplier,RHc,RHd,R
0,5e-05,20000,100.096175766,103.35899297,-103.35002778,-115.99770394,115.979749676,116.02302928,-116.0384011,-103.344420053,103.358606501,1000000.0,-0.5070481925999999,-0.50548854124,-0.5062683669199999
1,5e-05,19000,100.0070777893,103.83476481,-103.84199956,-116.457078097,116.496203599,116.54852759,-116.57886907,-103.903618258,103.957982002,1000000.0,-0.5090126458,-0.5018336287199997,-0.5054231372599999
2,5e-05,18000,99.9990745544,104.4020523,-104.39444488,-116.99644237,117.034028484,117.09557204,-117.10240189,-104.465806937,104.507321113,1000000.0,-0.508029535,-0.5011468560799998,-0.5045881955399999
3,5e-05,17000,99.9997566223,104.97451165,-104.98754364,-117.525821335,117.573852447,117.65603601,-117.65366484,-105.070363727,105.101423464,1000000.0,-0.5069529112000001,-0.4985577318199998,-0.5027553215099999
4,5e-05,16000,99.9999504089,105.55707013,-105.55307472,-118.073768657,118.116951913,118.17926551,-118.20092957,-105.638327605,105.659785134,1000000.0,-0.5054010046000001,-0.4978521566199998,-0.50162658061
5,5e-05,15000,99.999797821,106.12476233,-106.16242558,-118.632427357,118.644237671,118.73455448,-118.74500108,-106.223138086,106.254439807,1000000.0,-0.5038473529999998,-0.4959817426999999,-0.4999145478499999
6,5e-05,14000,100.0003757477,106.72640491,-106.75414693,-119.188515564,119.202965954,119.29475546,-119.31335016,-106.805812983,106.815385395,1000000.0,-0.5025510756,-0.49540566280000037,-0.49897836920000016
7,5e-05,13000,99.999917984,107.32114385,-107.31525373,-119.743743566,119.757648262,119.8481551,-119.8434464,-107.410973079,107.434116726,1000000.0,-0.5011040784000003,-0.4931260404600002,-0.49711505943000023
8,5e-05,12000,100.0003120422,107.92353625,-107.92061182,-120.307029125,120.309950529,120.38343779,-120.39903899,-107.994403447,108.003669734,1000000.0,-0.4987665741999996,-0.4923781294600002,-0.4955723518299999
9,5e-05,11000,100.0000827789,108.51840574,-108.51688249,-120.853493903,120.878375891,120.93607234,-120.96654649,-108.567342897,108.629307325,1000000.0,-0.4973466120000001,-0.49070439144000005,-0.49402550172000004
10,5e-05,10000,100.0006084442,109.1133803,-109.10601991,-121.395501687,121.453651334,121.50042723,-121.49510988,-109.15837789,109.203610269,1000000.0,-0.49552273799999996,-0.48974329724000026,-0.4926330176200001
11,5e-05,9500,100.0001483917,109.40784578,-109.39208392,-121.675564727,121.710614559,121.77637663,-121.79052977,-109.461663378,109.526712063,1000000.0,-0.495339534,-0.48795607690000026,-0.49164780545000014
12,5e-05,9000,100.0002388,109.6992673,-109.69646773,-121.95680215,122.004893353,122.07154677,-122.07288545,-109.76073034,109.800260592,1000000.0,-0.49497394380000004,-0.4880140914199995,-0.4914940176099998
13,5e-05,8500,99.9999477386,110.00392979,-110.01857343,-122.254462255,122.275081828,122.32790557,-122.33552781,-110.040669509,110.082637081,1000000.0,-0.4928186031999999,-0.48812474986000043,-0.4904716765300002
14,5e-05,8000,100.0003925323,110.28720286,-110.31371944,-122.507882195,122.551797381,122.59124892,-122.60356468,-110.369798677,110.38409346,1000000.0,-0.49187782600000046,-0.48611574877999997,-0.4889967873900002
15,5e-05,7500,100.0001487732,110.59503084,-110.61938844,-122.80737933,122.829573629,122.87840215,-122.91184701,-110.656872432,110.693373979,1000000.0,-0.4915165975999997,-0.4857341309599997,-0.4886253642799997
16,5e-05,7000,100.000144577,110.89612633,-110.89997597,-123.0941971,123.095074267,123.16825105,-123.15930524,-110.950013666,110.989558405,1000000.0,-0.49062907979999976,-0.48499398591999976,-0.4878115328599998
17,5e-05,6500,100.000283432,111.20875477,-111.20512801,-123.373882749,123.392899799,123.44913492,-123.46188369,-111.252774666,111.264662566,1000000.0,-0.4899427166000001,-0.48498690632000035,-0.4874648114600002
18,5e-05,6000,100.0004299164,111.4774149,-111.49545219,-123.628152536,123.674544314,123.71975095,-123.72262589,-111.537701322,111.582876691,1000000.0,-0.4893901950000003,-0.4836423767400004,-0.48651628587000034
19,5e-05,5500,100.0005561829,111.79082231,-111.7904111,-123.926780206,123.947038639,124.0044008,-124.02314058,-111.82881121,111.872471193,1000000.0,-0.4889261594000004,-0.48345072884000045,-0.4861884441200004
20,5e-05,5000,100.0000701904,112.09284863,-112.08878991,-124.213768131,124.225881727,124.27890105,-124.28899388,-112.149714137,112.181186337,1000000.0,-0.48772512780000027,-0.4821749876800001,-0.4849500577400002
21,5e-05,4500,99.9999534607,112.392462,-112.4073323,-124.464143741,124.528889183,124.56557906,-124.55346867,-112.433063035,112.463420453,1000000.0,-0.48638506860000064,-0.48193098872000006,-0.48415802866000035
22,5e-05,4000,100.0003444672,112.68988,-112.71601075,-124.766930603,124.789355047,124.82492566,-124.83464694,-112.741178461,112.760533295,1000000.0,-0.4850736370000001,-0.48109147788,-0.48308255744000006
