,I,B,T,V1,V2,V3,V4,V5,V6,V7,V8,multiplier,RHc,RHd,R
0,5e-05,20000,149.9991081238,165.87872056,-165.86523235,-166.20701713,166.263129401,166.1633126,-166.16742989,-165.772695113,165.798145338,1000000.0,-0.011735791599999743,-0.01798612159999891,-0.014860956599999326
1,5e-05,19000,150.0004638672,166.32056423,-166.33008429,-166.650540234,166.683900636,166.56958725,-166.60367537,-166.236819187,166.266574828,1000000.0,-0.010452281999999969,-0.01662093709999965,-0.01353660954999981
2,5e-05,18000,150.0000686646,166.80180266,-166.80679058,-167.073106059,167.117592606,167.05336366,-167.05099105,-166.697294404,166.731873742,1000000.0,-0.009915229399999816,-0.015230610380000372,-0.012572919890000093
3,5e-05,17000,150.000138855,167.26469049,-167.28128194,-167.548074639,167.601733094,167.51502499,-167.49934337,-167.192354692,167.223453895,1000000.0,-0.009367918599999712,-0.014679982919999475,-0.012023950759999593
4,5e-05,16000,150.0005111694,167.76197608,-167.75562114,-168.006190271,168.008311247,167.96398724,-167.98087335,-167.66887804,167.718355422,1000000.0,-0.008545267400000398,-0.012545361119999257,-0.010545314259999827
5,5e-05,15000,150.0008201599,168.25544654,-168.26692681,-168.492937363,168.506563341,168.45181139,-168.4280424,-168.178234552,168.193577711,1000000.0,-0.007149608799999783,-0.012553768820000642,-0.009851688810000212
6,5e-05,14000,150.0003585815,168.75402336,-168.74772085,-168.971522564,168.997056822,168.92566911,-168.93383662,-168.695423031,168.706694144,1000000.0,-0.007155230400000505,-0.011329244219999736,-0.00924223731000012
7,5e-05,13000,149.9998939514,169.24547609,-169.2737777,-169.462786883,169.493906339,169.42613084,-169.410579675,-169.183443403,169.218003706,1000000.0,-0.006349134500000559,-0.011104922260000195,-0.008727028380000376
8,5e-05,12000,150.0008102417,169.75600897,-169.76788804,-169.937489382,169.984655076,169.92501567,-169.926253199,-169.714726752,169.729311463,1000000.0,-0.006547437179999065,-0.009562124860000267,-0.008054781019999666
9,5e-05,11000,150.0001045227,170.28518578,-170.28256967,-170.442882505,170.459380203,170.40193369,-170.445806525,-170.208593205,170.245905754,1000000.0,-0.005599695299999894,-0.008955274979999216,-0.0072774851399995556
10,5e-05,10000,150.0005363464,170.79393282,-170.80088027,-170.952761903,170.972490758,170.900349177,-170.924246606,-170.719092213,170.760582187,1000000.0,-0.004595653860000084,-0.008911565219999602,-0.006753609539999842
11,5e-05,9500,150.0006317139,171.03450858,-171.06365735,-171.18446546,171.220806596,171.1671041,-171.161429038,-170.997006513,171.004924943,1000000.0,-0.0046073441599997975,-0.00806681200000014,-0.006337078079999969
12,5e-05,9000,150.0006843567,171.30631801,-171.31416598,-171.443105362,171.475372232,171.42328364,-171.42160142,-171.255115271,171.284545549,1000000.0,-0.004488021399999411,-0.00757633548000058,-0.006032178439999996
13,5e-05,8500,150.0003517151,171.54369146,-171.56819053,-171.694163038,171.734495285,171.67251959,-171.68011063,-171.516256872,171.557588229,1000000.0,-0.004814964599999598,-0.007096264440000368,-0.005955614519999984
14,5e-05,8000,150.0003692627,171.82954515,-171.86259071,-171.969233409,171.996761469,171.90585859,-171.96200292,-171.783998309,171.798675106,1000000.0,-0.003514513000000079,-0.007666429260000314,-0.005590471130000196
15,5e-05,7500,150.000202179,172.08221473,-172.09610601,-172.224227302,172.233088325,172.17647124,-172.1959967,-172.046916702,172.069322774,1000000.0,-0.003882944000000066,-0.0068215230200002,-0.005352233510000133
16,5e-05,7000,150.0001075745,172.34141325,-172.34787205,-172.489550402,172.505396072,172.43688094,-172.45470439,-172.288897145,172.313510323,1000000.0,-0.004046000600000071,-0.007850780120000423,-0.005948390360000246
17,5e-05,6500,149.9997268677,172.58781764,-172.62276898,-172.753257177,172.756121243,172.69154722,-172.70614687,-172.54388441,172.568106209,1000000.0,-0.003742149400000585,-0.00794775601999902,-0.0058449527099998025
18,5e-05,6000,150.0003662109,172.88295138,-172.88982093,-172.966250421,173.025764425,172.97408545,-172.96557883,-172.799763681,172.854271825,1000000.0,-0.0033378393999987568,-0.006759586800000079,-0.005048713099999418
19,5e-05,5500,150.0007469177,173.1391737,-173.15160123,-173.233293728,173.280432778,173.21486326,-173.21058799,-173.092057299,173.114736447,1000000.0,-0.002693526399999655,-0.006138655199999903,-0.004416090799999779
