0.0001000000,10.7082284627,-9.5823913113,7.9451369415,-7.5056934103,10.1297596752,-10.8707847936,9.4025393458,-8.4308609970,0.0000006226,0.0000007097,-0.0000003071,-0.0000006368,0.0000004795,0.0000002393,-0.0000006669,-0.0000004945
0.0002000000,21.0510730704,-21.1074046166,16.3368658907,-18.8052484137,21.0357590822,-21.7230201445,17.9548624142,-18.0594237706,0.0000004510,0.0000006833,-0.0000004040,-0.0000004027,0.0000004588,0.0000003385,-0.0000006160,-0.0000002699
0.0003000000,30.9894708723,-31.1075940912,26.7018831950,-27.2256802256,30.8586659467,-32.6881776353,26.7171638333,-28.2617351789,0.0000004958,0.0000010374,-0.0000009504,-0.0000015513,0.0000012914,0.0000005169,-0.0000007366,-0.0000003993
0.0004000000,42.4355415911,-41.3025603369,38.3673782886,-36.0207866753,42.0611023745,-41.7181949153,36.3008873569,-35.7455057805,0.0000005827,0.0000004225,-0.0000004269,0.0000003472,0.0000011357,0.0000004214,-0.0000006691,-0.0000003033
0.0005000000,51.5859952163,-52.9869151287,44.2471282849,-44.5551334412,50.9633492646,-53.6497881858,45.1257042246,-45.3804633817,0.0000007548,0.0000005638,-0.0000003988,-0.0000009012,0.0000007959,0.0000002046,-0.0000001131,-0.0000001212
0.0006000000,63.6413758951,-62.8362374495,53.6826374758,-54.2653719416,64.9248802654,-63.2267264093,54.2252961008,-54.5892127715,0.0000005727,0.0000004429,-0.0000002839,-0.0000000186,0.0000003054,0.0000004324,-0.0000005642,-0.0000002319
0.0007000000,74.7928901041,-73.2403050775,64.4608661325,-63.0945484453,73.7799744693,-72.9365337072,63.8396062983,-63.5786016639,0.0000009871,0.0000011055,-0.0000011467,-0.0000009737,0.0000007325,0.0000002992,-0.0000010643,-0.0000004708
0.0008000000,84.4545238853,-83.9074667074,71.5563225129,-72.8881623688,82.8138501286,-84.5646496017,72.7468218615,-72.2117272964,0.0000005182,0.0000009189,-0.0000008605,0.0000000855,0.0000012529,0.0000005862,-0.0000007673,-0.0000003190
0.0009000000,93.3629049319,-94.4948930142,83.7776097942,-82.7190315366,94.7719000552,-95.4141445112,81.7887373098,-80.5742348911,0.0000008093,0.0000010807,-0.0000008950,-0.0000003353,0.0000006182,0.0000004466,-0.0000005757,-0.0000007320
0.0010000000,105.9141256545,-105.1513393267,92.0845627118,-90.0806661308,104.9454482098,-105.9048364305,90.2424279125,-90.6990935311,0.0000008239,0.0000004615,-0.0000009449,-0.0000012413,0.0000002742,0.0000004657,-0.0000007102,-0.0000007309
0.0011000000,117.2588179722,-115.7311155408,99.0480576534,-100.2196852963,115.5356938581,-115.8037662507,99.7896408067,-98.6219014850,0.0000008000,0.0000008760,-0.0000002517,0.0000005138,0.0000014617,0.0000006197,-0.0000010003,-0.0000004380
0.0012000000,127.1017823443,-127.4039772758,106.2445489399,-107.5276596981,126.8222166611,-125.6848982084,108.0619187547,-107.7105958509,0.0000007119,0.0000010995,-0.0000004445,-0.0000015669,0.0000006342,0.0000010358,-0.0000007395,-0.0000006636
0.0013000000,138.1696258128,-137.4298258105,116.6778876997,-118.5670558277,139.0577180160,-136.5816973602,116.9684029580,-116.9644702930,0.0000004081,0.0000012204,-0.0000008568,-0.0000006293,0.0000003198,0.0000004941,-0.0000008432,-0.0000001628
0.0014000000,146.8696240115,-147.8387986082,126.0298978867,-127.4192574285,148.6080020349,-149.1405692291,126.6910254711,-126.8470374066,0.0000004608,0.0000009209,-0.0000015356,0.0000005903,0.0000002916,0.0000002832,-0.0000007803,-0.0000004839
0.0015000000,158.9175146316,-158.2091584702,134.9712757152,-134.5829435693,159.1279358247,-157.8116260229,135.7965789025,-135.0257974892,0.0000008950,0.0000010882,-0.0000009321,-0.0000009075,0.0000004977,0.0000012736,-0.0000006847,-0.0000008660
