0.0000200000,60000.4007812500,299.9990737915,-0.0034897686,0.1646813674,0.7727824099,0.7119685858,0.0000482212,0.7119685858,1.0000000000
0.0000200000,59000.4691406250,300.0008392334,-0.0036034921,0.1582259860,0.7784357234,0.7246338686,0.0000326864,0.7246338686,1.0000000000
0.0000200000,58000.4578125000,300.0007293701,-0.0035455402,0.1409621418,0.7804789943,0.7260593094,0.0000379316,0.7260593094,1.0000000000
0.0000200000,57000.4244140625,300.0003921509,-0.0035076656,0.1406091834,0.7766387804,0.7267641972,0.0000425108,0.7267641972,1.0000000000
0.0000200000,56000.5019531250,299.9992218018,-0.0034489749,0.1288280872,0.7804157710,0.7263224763,0.0000416077,0.7263224763,1.0000000000
0.0000200000,55000.5626953125,300.0004196167,-0.0033959121,0.1293980265,0.7881737044,0.7297886394,0.0000406226,0.7297886394,1.0000000000
0.0000200000,54000.5955078125,300.0010940552,-0.0033523455,0.1285397641,0.7773410195,0.7249624556,0.0000381414,0.7249624556,1.0000000000
0.0000200000,53000.4560546875,300.0008666992,-0.0032768337,0.1302706868,0.7878765075,0.7282995954,0.0000409236,0.7282995954,1.0000000000
0.0000200000,52000.5527343750,300.0003402710,-0.0032308505,0.1279541688,0.7834366138,0.7292514483,0.0000391357,0.7292514483,1.0000000000
0.0000200000,51000.5488281250,300.0006591797,-0.0031813012,0.1274540834,0.7819742584,0.7266555476,0.0000490604,0.7266555476,1.0000000000
0.0000200000,50000.4357421875,300.0014511108,-0.0031205397,0.1309924874,0.7860313594,0.7330176736,0.0000537674,0.7330176736,1.0000000000
0.0000200000,49000.4261718750,300.0004455566,-0.0030598419,0.1231840580,0.7817181877,0.7274183761,0.0000549349,0.7274183761,1.0000000000
0.0000200000,48000.3568359375,300.0007278442,-0.0029940718,0.1246249267,0.7860725140,0.7342007936,0.0000606544,0.7342007936,1.0000000000
0.0000200000,47000.3498046875,300.0019775391,-0.0029444484,0.1238153795,0.7856907415,0.7326960841,0.0000604629,0.7326960841,1.0000000000
0.0000200000,46000.5601562500,300.0016510010,-0.0028798100,0.1266479095,0.7838441023,0.7287912071,0.0000659999,0.7287912071,1.0000000000
0.0000200000,45000.4525390625,300.0005508423,-0.0028220413,0.1168098191,0.7810259963,0.7270111496,0.0000446454,0.7270111496,1.0000000000
0.0000200000,44000.4765625000,300.0010269165,-0.0027687496,0.1201279608,0.7821278596,0.7285418878,0.0000556282,0.7285418878,1.0000000000
0.0000200000,43000.5453125000,300.0003402710,-0.0027216872,0.1116136245,0.7814476312,0.7274147214,0.0000555826,0.7274147214,1.0000000000
