0.0000500000,0.0201107715,0.0238792737,0.0159503041,0.0116438782
0.0001000000,0.0176117865,0.0232874338,0.0176425292,0.0095422513
0.0001500000,0.0173433326,0.0229783799,0.0167441051,0.0089874506
0.0002000000,0.0150033470,0.0250821120,0.0180195463,0.0099217299
0.0002500000,0.0170739610,0.0256915588,0.0188498407,0.0074932607
0.0003000000,0.0151506688,0.0258522819,0.0193411520,0.0093564367
0.0003500000,0.0149220713,0.0273629876,0.0198040939,0.0060152150
0.0004000000,0.0141865585,0.0256620014,0.0211268843,0.0054425337
0.0004500000,0.0132072159,0.0265693660,0.0204499345,0.0048120175
0.0005000000,0.0131808530,0.0282924309,0.0218528140,0.0040671103
0.0005500000,0.0133940366,0.0289878940,0.0214888448,0.0032554312
0.0006000000,0.0111468184,0.0304560864,0.0225805730,0.0025675386
0.0006500000,0.0099406121,0.0303517353,0.0238135965,0.0010698812
0.0007000000,0.0091007452,0.0303648766,0.0241946258,0.0010821046
0.0007500000,0.0081810617,0.0310919848,0.0249752848,0.0007133003
0.0008000000,0.0077686540,0.0298385225,0.0243472379,0.0002174262
0.0008500000,0.0082192843,0.0311673325,0.0256504117,0.0000019636
0.0009000000,0.0085027942,0.0316674921,0.0253024107,-0.0005958021
0.0009500000,0.0060352833,0.0313925606,0.0274821197,0.0000565134
0.0010000000,0.0057238574,0.0328164201,0.0272933882,0.0009900634
