0.0000000000,-0.0000021413,-0.0000017764,0.0000011426,-0.0000025062,0.0000019636,0.0000025109,0.0000007777,0.0000006865
0.0000500000,-0.0020202989,0.0020172994,-0.0025306759,0.0025315094,-0.0020164673,0.0020205828,-0.0025328640,0.0025351574
0.0001000000,-0.0040357175,0.0040363740,-0.0050619463,0.0050709052,-0.0040304275,0.0040390198,-0.0050643185,0.0050646133
0.0001500000,-0.0060523255,0.0060571833,-0.0075953163,0.0076054717,-0.0060443895,0.0060563632,-0.0076006990,0.0076050148
0.0002000000,-0.0080682054,0.0080751664,-0.0101191995,0.0101398514,-0.0080613632,0.0080734353,-0.0101357142,0.0101388521
0.0002500000,-0.0100888272,0.0100957949,-0.0126626983,0.0126896522,-0.0100741384,0.0100936049,-0.0126792080,0.0126781579
0.0003000000,-0.0121011466,0.0121112230,-0.0151830238,0.0152230321,-0.0120815341,0.0121055665,-0.0152141298,0.0152182870
0.0003500000,-0.0141146495,0.0141292927,-0.0177153881,0.0177657094,-0.0140950333,0.0141219013,-0.0177549772,0.0177549451
0.0004000000,-0.0161342622,0.0161494626,-0.0202483915,0.0203064732,-0.0161030666,0.0161345057,-0.0202939128,0.0203020967
0.0004500000,-0.0181502376,0.0181710938,-0.0227734601,0.0228469713,-0.0181118298,0.0181520301,-0.0228346671,0.0228414924
0.0005000000,-0.0201642882,0.0201831459,-0.0253010796,0.0253933891,-0.0201194972,0.0201638045,-0.0253769758,0.0253742357
0.0005500000,-0.0221753278,0.0222062356,-0.0278313460,0.0279336062,-0.0221236889,0.0221746644,-0.0279123456,0.0279225638
0.0006000000,-0.0241842642,0.0242188303,-0.0303600625,0.0304751819,-0.0241285274,0.0241846182,-0.0304596711,0.0304693556
0.0006500000,-0.0262016013,0.0262416426,-0.0328983584,0.0330233436,-0.0261383881,0.0262004130,-0.0330029812,0.0330195976
0.0007000000,-0.0282248662,0.0282750371,-0.0354392998,0.0355805244,-0.0281486973,0.0282173872,-0.0355622500,0.0355715056
0.0007500000,-0.0302450271,0.0302985860,-0.0379776862,0.0381402731,-0.0301625660,0.0302350785,-0.0381102071,0.0381204565
0.0008000000,-0.0322675519,0.0323188314,-0.0405001746,0.0406801074,-0.0321592806,0.0322379218,-0.0406418459,0.0406466258
0.0008500000,-0.0342752202,0.0343341703,-0.0430359179,0.0432348262,-0.0341715006,0.0342535207,-0.0431974689,0.0432122046
0.0009000000,-0.0362945613,0.0363612743,-0.0455791435,0.0457912014,-0.0361778098,0.0362613023,-0.0457354956,0.0457474144
0.0009500000,-0.0397839228,0.0383968601,-0.0481281997,0.0486684723,-0.0381948659,0.0382848473,-0.0482941300,0.0483129935
0.0010000000,-0.0442675871,0.0404183098,-0.0506587446,0.0519521540,-0.0402025470,0.0403064865,-0.0508460349,0.0508554120
