0.0003000000,0.1975644723,300.0011672974,0.0594534140,0.0672326151,0.0323138605,0.0171630042
0.0003000000,1000.3448364258,300.0003173828,0.0423110636,0.0655354296,0.0311751602,0.0175858505
0.0003000000,2000.3010375977,300.0008041382,0.0465033773,0.0641043176,0.0281077846,0.0204480858
0.0003000000,3000.3177856445,300.0001998901,0.0464621703,0.0614355420,0.0295170017,0.0229174060
0.0003000000,4000.2853881836,300.0001525879,0.0412095977,0.0655246808,0.0272631966,0.0216442590
0.0003000000,5000.3110107422,300.0008178711,0.0583220792,0.0671262526,0.0280843811,0.0225955171
0.0003000000,6000.1831298828,300.0007369995,0.0375951370,0.0643158946,0.0256104007,0.0237358446
0.0003000000,7000.3785888672,300.0002243042,0.0385234684,0.0699499054,0.0254600339,0.0239524418
0.0003000000,8000.2548828125,300.0002700806,0.0345506208,0.0679147693,0.0239218287,0.0253641157
0.0003000000,9000.3434082031,300.0005599976,0.0375826415,0.0710975031,0.0225417847,0.0269148940
0.0003000000,10000.4340332031,300.0000610352,0.0331514844,0.0733303705,0.0210897754,0.0279386943
0.0003000000,10000.4390625000,300.0001235962,0.0336657069,0.0678124111,0.0214983665,0.0279067048
0.0003000000,9000.5604492188,300.0001510620,0.0375459111,0.0679240654,0.0214827075,0.0258703284
0.0003000000,8000.4426513672,300.0009521484,0.0363493237,0.0766167196,0.0250826578,0.0271745233
0.0003000000,7000.5720947266,299.9994400024,0.0361356117,0.0754689515,0.0249917256,0.0250200917
0.0003000000,6000.4052246094,299.9999588013,0.0392485582,0.0725699941,0.0278275326,0.0250499475
0.0003000000,5000.3093261719,300.0008712769,0.0461774525,0.0661647791,0.0292023425,0.0238077108
0.0003000000,4000.3588623047,300.0003585815,0.0415822083,0.0660002448,0.0286735372,0.0249649533
0.0003000000,3000.5324218750,300.0003601074,0.0432636903,0.0624315287,0.0450075674,0.0216409619
0.0003000000,2000.3369384766,300.0002700806,0.0461403842,0.0619666889,0.0347150422,0.0203774601
0.0003000000,1000.2068878174,300.0001358032,0.0402083670,0.0585056695,0.0322330984,0.0205460424
0.0003000000,0.2440982535,300.0008117676,0.0409107812,0.0643847940,0.0356113877,0.0209393016
0.0003000000,-1000.3872924805,299.9989685059,0.0463111644,0.0641160442,0.0405076779,0.0185254948
0.0003000000,-2000.0071777344,300.0002502441,0.0432737852,0.0586592280,0.0346363373,0.0173295049
0.0003000000,-3000.4278930664,300.0006149292,0.0507440744,0.0618478583,0.0380030273,0.0154089356
0.0003000000,-4000.4609008789,300.0001022339,0.0476089735,0.0597523273,0.0395509646,0.0148458277
0.0003000000,-5000.4628173828,300.0006591797,0.0480940010,0.0557397069,0.0376536691,0.0138182237
0.0003000000,-6000.1651123047,300.0010940552,0.0496973179,0.0617723368,0.0410260099,0.0125092908
0.0003000000,-7000.3549316406,300.0004959106,0.0493872528,0.0521541704,0.0423249110,0.0118056107
0.0003000000,-8000.2809570313,300.0009948730,0.0484246850,0.0538903924,0.0411151436,0.0104338285
0.0003000000,-9000.3662597656,300.0003021240,0.0507996425,0.0488362760,0.0416948576,0.0101851611
0.0003000000,-10000.3395507812,300.0008483887,0.0522523257,0.0504763450,0.0451376369,0.0077698073
0.0003000000,-10000.3163574219,299.9999588013,0.0551018888,0.0504554540,0.0454243402,0.0082887637
0.0003000000,-9000.3791503906,300.0006576538,0.0540841363,0.0586764749,0.0441239801,0.0090462629
0.0003000000,-8000.2678955078,300.0016235352,0.0480084487,0.0524905108,0.0437516149,0.0117872769
0.0003000000,-7000.3793457031,300.0002120972,0.0512524470,0.0552954586,0.0424421368,0.0110698223
0.0003000000,-6000.4011474609,300.0008407593,0.0490526702,0.0554872226,0.0422159209,0.0125787133
0.0003000000,-5000.2506591797,300.0011932373,0.0487354892,0.0539617168,0.0406282964,0.0154335687
0.0003000000,-4000.2397338867,300.0009170532,0.0502885259,0.0621536532,0.0402834826,0.0177305164
0.0003000000,-3000.4286865234,300.0011154175,0.0485890837,0.0616078700,0.0385291935,0.0164753989
0.0003000000,-2000.3851562500,300.0002105713,0.0459613393,0.0567054516,0.0368405124,0.0175363928
0.0003000000,-1000.3415740967,300.0008972168,0.0411448715,0.0598146360,0.0359214505,0.0185951901
0.0003000000,-0.1322539054,300.0013641357,0.0434656046,0.0614162627,0.0354166280,0.0222233233
