Magnetic Field (Oe)	Bridge 1 Excitation (uA)	Bridge 1 Std. Dev. (Ohm)	Bridge 1 Resistance (Ohms)
-0.163276427388191	799.999755859375	2.16211366151753e-005	0.0151173261925578
200.071739501953	799.999755859375	2.03455633964134e-005	0.0150694957002997
400.183983154297	799.999755859375	1.78615386138493e-005	0.0150143528729677
600.244633789063	799.999755859375	1.51294989925816e-005	0.0149639563634992
800.5534375	799.999755859375	2.23788589578149e-005	0.0149209764227271
1000.22354248047	799.999755859375	1.94687772897335e-005	0.0148683001473546
1200.46706542969	799.999755859375	1.89440912186332e-005	0.0148241769522429
1400.51133789063	799.999755859375	1.49419577682568e-005	0.0147673773765564
1600.19254882812	799.999755859375	2.05988155545229e-005	0.014724552296102
1800.28515625	799.999755859375	1.84261433640501e-005	0.0146636989340186
2000.34119140625	799.999755859375	1.99704966323036e-005	0.0146150694787502
2200.4808984375	799.999755859375	1.78059005364862e-005	0.0145652235671878
2400.10857421875	799.999755859375	1.48124820360558e-005	0.0145193103700876
2600.4017578125	799.999755859375	1.66823559114255e-005	0.0144655590876937
2800.31413085937	799.999755859375	1.6403347610909e-005	0.0144207760319114
3000.3570703125	799.999755859375	1.99782517283325e-005	0.0143642826378345
3200.24005859375	799.999755859375	2.09203048336577e-005	0.0143169876933098
3400.52807617188	799.999755859375	1.88033829277337e-005	0.0142663995176554
3600.40318359375	799.999755859375	1.59924966527838e-005	0.0142183563858271
3800.39133789063	799.999755859375	2.06183393325979e-005	0.0141721234470606
4000.34811523438	799.999755859375	1.96679598555879e-005	0.0141200736910105
4200.44345703125	799.999755859375	1.73071356780239e-005	0.0140737700089812
4400.40853515625	799.999755859375	1.41364420621081e-005	0.0140217584744096
4600.1779296875	799.999755859375	1.7553027219713e-005	0.0139691334217787
4800.15431640625	799.999755859375	2.050407140822e-005	0.0139208059757948
5000.17	799.999755859375	1.45440162570001e-005	0.0138717300444841
5200.1287109375	799.999755859375	1.6743412207573e-005	0.0138251942768693
5400.17361328125	799.999755859375	2.10335401523543e-005	0.0137758345156908
5600.1565625	799.999755859375	1.27238833764533e-005	0.0137188856303692
5800.1506640625	799.999755859375	1.73795846762387e-005	0.0136731122434139
6000.2419921875	799.999755859375	1.81331896200929e-005	0.0136270013079047
6200.246484375	799.999755859375	1.88328850345783e-005	0.0135751310363412
6400.38150390625	799.999755859375	1.93827430396419e-005	0.013528304323554
6600.306875	799.999755859375	1.40330535098771e-005	0.0134730223566294
6800.26302734375	799.999755859375	1.62219590589782e-005	0.013423885628581
7000.44384765625	799.999755859375	1.71627033760997e-005	0.0133690844103694
7200.06568359375	799.999755859375	1.86684682027336e-005	0.013321885690093
7400.244609375	799.999755859375	1.38773456283081e-005	0.0132752397656441
7600.44236328125	799.999755859375	2.00549445276871e-005	0.0132274974882603
7800.13646484375	799.999755859375	1.85983038701734e-005	0.013171344846487
8000.2978125	799.999755859375	1.49488156129945e-005	0.0131269488111138
8200.261640625	799.999755859375	1.83810375904539e-005	0.0130807889252901
8400.1132421875	799.999755859375	1.95685224619847e-005	0.0130277709662914
8600.3105078125	799.999755859375	2.21102535434715e-005	0.0129681691899896
8800.31421875	799.999755859375	1.68190106459623e-005	0.0129226570576429
9000.419375	799.999755859375	2.11177180864296e-005	0.0128702745214105
9200.3519921875	799.999755859375	1.82295512629822e-005	0.0128269097954035
9400.5451953125	799.999755859375	1.99279296720356e-005	0.0127727168425918
9600.4282421875	799.999755859375	1.56366027383249e-005	0.0127256041392684
9800.3647265625	799.999755859375	1.471567236582e-005	0.0126766508445144
10000.46609375	799.999755859375	2.34526364609939e-005	0.0126289488375187
