0.0005000000,52.8251130180,-52.7829314680,45.1442259830,-45.2910153040,52.7756242440,-52.8330285400,45.3834280970,-45.1882251370,0.0000014874,0.0000014900,-0.0000017275,-0.0000016784,0.0000027313,0.0000026870,-0.0000020058,-0.0000017467
0.0007000000,73.9996588920,-73.8595580860,63.2324667140,-63.3680283400,73.9051567610,-73.9542175220,63.4544280200,-63.2685640250,0.0000013140,0.0000014225,-0.0000017565,-0.0000017030,0.0000027380,0.0000026923,-0.0000020365,-0.0000017807
0.0009000000,95.1508210100,-94.9986946350,81.3173907600,-81.4626034810,95.0263381210,-95.0649202270,81.5549778870,-81.3704789140,0.0000013130,0.0000014282,-0.0000017534,-0.0000017008,0.0000027408,0.0000026863,-0.0000020708,-0.0000018021
0.0010000000,105.7031021630,-105.6143201330,90.3574051820,-90.5044817430,105.5868282020,-105.6528578180,90.5869563290,-90.3959712840,0.0000014038,0.0000014710,-0.0000017791,-0.0000017142,0.0000027535,0.0000026917,-0.0000020901,-0.0000018285
