0.0010000000,10000.2904296875,175.1026512146,6989.7100223460,-6988.8820585640,6183.8624550520,-6183.4530584890,-6988.4079859110,6988.1316013080,-6182.6245712320,6182.7945625740,-0.0000024390,1000000.0000000000
0.0010000000,9000.5358886719,175.0049324036,6988.1351435470,-6987.9971219560,6183.3295522500,-6183.3031592700,-6988.3464085610,6988.2474749190,-6182.7561271720,6182.9632464280,-0.0000022361,1000000.0000000000
0.0010000000,8000.3757812500,174.9997901917,6988.3093333110,-6988.2382758630,6183.6343169130,-6183.5290828930,-6988.6256002360,6988.5254825940,-6183.1765827230,6183.3082125310,-0.0000021755,1000000.0000000000
0.0010000000,7000.4904541016,174.9993293762,6988.7626863620,-6988.6696655550,6184.0126597920,-6183.9059866130,-6988.8840275390,6988.8616494170,-6183.5519662850,6183.6884130820,-0.0000020889,1000000.0000000000
0.0010000000,6000.2706054687,175.0000564575,6989.0649331360,-6989.0011864500,6184.2868007620,-6184.2327938010,-6989.2488297450,6989.1815487950,-6183.8817422320,6183.9973409550,-0.0000020455,1000000.0000000000
0.0010000000,5000.2318603516,175.0001770020,6989.3856349880,-6989.3082853540,6184.4836037560,-6184.4172583910,-6989.5170116290,6989.4850193300,-6184.1228852440,6184.3009261990,-0.0000020111,1000000.0000000000
0.0010000000,5000.2359375000,175.0001190186,6989.2665637280,-6989.2294025350,6184.4043551010,-6184.3300016950,-6989.3759963970,6989.3981709420,-6184.1117537720,6184.2698690370,-0.0000019700,1000000.0000000000
0.0010000000,4500.5946289063,175.0001586914,6989.4092661530,-6989.2874453450,6184.5510375810,-6184.4900267100,-6989.5252488320,6989.4542488860,-6184.1783120900,6184.3896261420,-0.0000019415,1000000.0000000000
0.0010000000,4000.3784912109,175.0002769470,6989.4847923130,-6989.3594635780,6184.5783257890,-6184.5355122200,-6989.5305200200,6989.4736058020,-6184.3054702150,6184.4354907170,-0.0000019316,1000000.0000000000
0.0010000000,3500.3957275391,174.9999938965,6989.5150097680,-6989.4870884170,6184.6640277090,-6184.6284633860,-6989.6352646730,6989.6002271620,-6184.3734506670,6184.5495881260,-0.0000019078,1000000.0000000000
0.0010000000,3000.4409912109,175.0000335693,6989.5961040830,-6989.5452265920,6184.7449299200,-6184.6998117000,-6989.6838500010,6989.7077854180,-6184.4132534070,6184.5641002990,-0.0000019080,1000000.0000000000
0.0010000000,2500.2281860352,175.0002784729,6989.6461970160,-6989.5835432560,6184.7339199470,-6184.6903126240,-6989.6827804330,6989.6811337250,-6184.4710350140,6184.6229461970,-0.0000018842,1000000.0000000000
0.0010000000,2000.4652038574,175.0005012512,6989.6862213610,-6989.6111120520,6184.7423263940,-6184.7079207440,-6989.7032689210,6989.6941566760,-6184.5232066230,6184.6826827520,-0.0000018697,1000000.0000000000
0.0010000000,1500.3331726074,175.0000724792,6989.6969424630,-6989.6249910390,6184.7631482000,-6184.7384667520,-6989.6961488510,6989.6503646370,-6184.5583145410,6184.7351871790,-0.0000018551,1000000.0000000000
0.0010000000,1000.5734436035,174.9999214172,6989.7032171750,-6989.6313583110,6184.7245162870,-6184.7263504570,-6989.6676981060,6989.6574517890,-6184.5294049640,6184.7122307600,-0.0000018687,1000000.0000000000
0.0010000000,500.3859024048,174.9998931885,6989.7625863300,-6989.6155056680,6184.6956211090,-6184.6962950860,-6989.6521208350,6989.5675966870,-6184.5073064790,6184.6863955740,-0.0000018596,1000000.0000000000
0.0010000000,-0.0179604061,175.0002807617,6989.6566444500,-6989.6134329920,6184.6969406910,-6184.6496885180,-6989.6063950480,6989.5707796970,-6184.5421337870,6184.6328665640,-0.0000018759,1000000.0000000000
0.0010000000,-500.0993560791,175.0007568359,6989.6399265460,-6989.5724347050,6184.6462469640,-6184.5977629930,-6989.5759865670,6989.5434924310,-6184.4857688900,6184.6780205190,-0.0000018433,1000000.0000000000
0.0010000000,-1000.4191253662,174.9999679565,6989.5542075640,-6989.4980522950,6184.5968008970,-6184.5377341570,-6989.4578242900,6989.4218128620,-6184.4677864930,6184.6740428640,-0.0000018275,1000000.0000000000
0.0010000000,-1500.2964416504,174.9995765686,6989.4977533010,-6989.4092173620,6184.5518492710,-6184.4916821940,-6989.4262712970,6989.3826078990,-6184.4203245900,6184.5413557250,-0.0000018090,1000000.0000000000
0.0010000000,-2000.4962219238,175.0000205994,6989.4295087220,-6989.4126780580,6184.5062890850,-6184.4226688480,-6989.2712697020,6989.2664772230,-6184.2609020300,6184.4535005970,-0.0000018019,1000000.0000000000
0.0010000000,-2500.4477661133,175.0005401611,6989.3777862280,-6989.2900883650,6184.3335823000,-6184.2966457980,-6989.2725571720,6989.1755835520,-6184.2321639000,6184.4170314290,-0.0000017859,1000000.0000000000
0.0010000000,-3000.5307739258,175.0001220703,6989.3131819750,-6989.2355615250,6184.2250236480,-6184.1309737580,-6989.0574505570,6989.0420623090,-6184.2105273060,6184.3292099090,-0.0000017679,1000000.0000000000
0.0010000000,-3500.4277099609,175.0000022888,6989.1096793200,-6989.1066582740,6184.1130203910,-6184.0584459350,-6988.9816711060,6988.9106096450,-6184.0039199220,6184.1824670330,-0.0000017713,1000000.0000000000
0.0010000000,-4000.6070190430,175.0003639221,6988.9577434610,-6988.9056920130,6183.9418871680,-6183.8740487670,-6988.7766946570,6988.7566570060,-6183.8826498960,6184.0120497950,-0.0000017743,1000000.0000000000
0.0010000000,-4500.2042724609,175.0002632141,6988.8713166640,-6988.7475700390,6183.7190999310,-6183.6900318590,-6988.5406643540,6988.4844775350,-6183.6629434260,6183.8125086260,-0.0000017931,1000000.0000000000
