,I,B,T,V1,V2,V3,V4,V5,V6,V7,V8,multiplier,RHc,RHd,R
0,0.001,10000,119.9608612061,15.599020974,-15.605952441,-17.90002467,17.869644192,18.007840394,-17.976125136,-15.829347671,15.853020419,1000000.0,-0.004778992115000001,-0.004087300772000002,-0.004433146443500001
1,0.001,9000,120.0036392212,16.124417993,-16.084221949,-17.397386041,17.445948134,17.60322026,-17.579009045,-16.203305453,16.248740022,1000000.0,-0.002973589362999995,-0.0023912887000000042,-0.0026824390314999997
2,0.001,8000,120.0018383026,16.459362302,-16.473968476,-17.031089443,17.058746252,17.207111888,-17.203529152,-16.602125893,16.618563987,1000000.0,-0.0014773102620000032,-0.000869145814999996,-0.0011732280384999995
3,0.001,7000,119.9989624023,16.825874117,-16.800143477,-16.656104102,16.677189999,16.849215263,-16.810032302,-16.943877747,17.002236137,1000000.0,-3.322997099999725e-05,0.0006128197829999991,0.0002897949060000009
4,0.001,6000,119.998935318,17.181747411,-17.186344089,-16.254543337,16.279265452,16.490083592,-16.455239003,-17.324797234,17.332345031,1000000.0,0.0014227689049999982,0.002123333475999992,0.001773051190499995
5,0.001,5000,119.999263382,17.531660327,-17.523919478,-15.892496309,15.936501802,16.142594644,-16.104438323,-17.681181158,17.6984349,1000000.0,0.0028085468380000017,0.003550617946999999,0.0031795823925000006
6,0.001,4500,120.0002746582,17.717749602,-17.680688834,-15.710060723,15.744163284,15.945096304,-15.905529508,-17.848761709,17.876498327,1000000.0,0.0035478126240000058,0.004271036029000001,0.003909424326500003
7,0.001,4000,120.000296402,17.87815299,-17.858478948,-15.53520791,15.565671123,15.780939426,-15.734490486,-18.010072719,18.046093239,1000000.0,0.004221202026000002,0.0049552869250000025,0.004588244475500002
8,0.001,3500,120.0004634857,18.036912572,-18.039611801,-15.345188203,15.393036678,15.591110654,-15.587223486,-18.177741288,18.225297146,1000000.0,0.004898190233000001,0.0056648135529999985,0.0052815018929999995
9,0.001,3000,120.0002513885,18.21582513,-18.181817419,-15.189831593,15.221702596,15.423248379,-15.412362839,-18.354508596,18.373981908,1000000.0,0.005562031330999997,0.006316956314999999,0.005939493822999998
10,0.001,2500,120.0002304077,18.359861942,-18.337470357,-15.00628752,15.037265051,15.247272042,-15.243271511,-18.499857741,18.540540173,1000000.0,0.006206788745999997,0.006996845343000001,0.006601817044499999
11,0.001,2000,120.0007797241,18.510267472,-18.500176197,-14.850436338,14.888671366,15.127705107,-15.077924744,-18.66380486,18.694383624,1000000.0,0.006804813817999996,0.007619080780000001,0.007211947298999998
12,0.001,1500,120.000176239,18.659165601,-18.61713265,-14.678103767,14.732115676,14.972650297,-14.943289225,-18.807025814,18.851951075,1000000.0,0.007360358728999999,0.008248757446,0.0078045580875
13,0.001,1000,120.0004928589,18.806001023,-18.781082311,-14.541549041,14.579909462,14.819422132,-14.791168325,-18.949634623,18.972830101,1000000.0,0.007976492877,0.008801006221000001,0.008388749549000001
14,0.001,500,120.0003894806,18.895959975,-18.876900254,-14.429568805,14.471358622,14.695803176,-14.661790542,-19.052131729,19.069269418,1000000.0,0.008415266511000004,0.00922047372,0.008817870115500002
15,0.001,0,120.0004680634,18.937698057,-18.919450385,-14.384604431,14.397375066,14.667499313,-14.629756803,-19.107285038,19.153336858,1000000.0,0.008559892325999996,0.009478642398999999,0.009019267362499996
16,0.001,-500,120.0005584717,18.817751956,-18.777152325,-14.535201046,14.561509503,14.775730198,-14.751447554,-18.975991465,19.010728347,1000000.0,0.008067726528999999,0.008890009263,0.008478867896
17,0.001,-1000,120.0004779816,17.970445923,-17.882149944,-15.489438502,15.552651855,15.6033257,-15.64412911,-18.10615554,18.108536615,1000000.0,0.0046051410569999994,0.005172601797999999,0.004888871427499999
18,0.001,-1500,120.0002799988,14.269725,-14.125959291,-19.338215503,19.400442535,19.152425752,-19.245455725,-14.307528478,14.313534165,1000000.0,-0.010002197186,-0.010117595394999995,-0.010059896290499998
19,0.001,-2000,120.0003631592,11.270248888,-11.216746514,-22.331612437,22.343309459,22.212747962,-22.209241719,-11.304432583,11.330747123,1000000.0,-0.021934994279000006,-0.02203974219,-0.021987368234500003
20,0.001,-2500,120.00014534,12.412474972,-12.432040827,-21.171198743,21.212491583,21.135680328,-21.065457368,-12.396030874,12.453774849,1000000.0,-0.017356621897,-0.017533884603000004,-0.01744525325
21,0.001,-3000,120.0006095886,14.054229295,-14.030432999,-19.621014322,19.633898492,19.530238266,-19.482887232,-13.94223939,13.987455765,1000000.0,-0.010928463204,-0.011325217659000004,-0.011126840431500001
22,0.001,-3500,119.9998252869,14.915457259,-14.908765969,-18.758564797,18.77146267,18.648370129,-18.591394035,-14.770324629,14.797866416,1000000.0,-0.007415540936,-0.007961836421999996,-0.007688688678999998
23,0.001,-4000,120.0001033783,15.395787844,-15.395425706,-18.283709679,18.330451615,18.188681358,-18.16587863,-15.199382988,15.224296665,1000000.0,-0.005563346438,-0.006190481640999998,-0.005876914039499999
24,0.001,-4500,120.0002792358,15.697872281,-15.671370173,-18.011811551,18.03098599,17.923254947,-17.880046835,-15.510185,15.549653599,1000000.0,-0.004434059328,-0.004982958941999998,-0.004708509134999999
25,0.001,-5000,120.0002426147,15.95287933,-15.941233762,-17.766737787,17.794972736,17.663711411,-17.653956019,-15.747607481,15.785754324,1000000.0,-0.003423554338000002,-0.004028348718000003,-0.003725951528000003
26,0.001,-6000,120.0001838684,16.396908925,-16.371383958,-17.343131593,17.361169865,17.236769096,-17.228208576,-16.209722236,16.239662239,1000000.0,-0.001696684788999999,-0.002254916983000001,-0.0019758008859999997
27,0.001,-7000,120.0004936218,16.8189938,-16.786301947,-16.96489297,16.986193357,16.877457006,-16.84654688,-16.62419883,16.657400943,1000000.0,-0.00011870813899999888,-0.0006694865539999988,-0.0003940973464999989
28,0.001,-8000,120.0002471924,17.215318023,-17.19473397,-16.596795641,16.619863595,16.48152487,-16.481795511,-17.041443029,17.061694505,1000000.0,0.0014467316119999936,0.0008864782980000001,0.001166604954999997
29,0.001,-9000,120.0003501892,17.594540306,-17.578203054,-16.210493587,16.255804823,16.142442256,-16.115598118,-17.425415798,17.46579991,1000000.0,0.002914702985999998,0.0024249172980000074,0.002669810142000003
30,0.001,-10000,120.0002853394,17.992472338,-17.942165569,-15.845005908,15.874167747,15.757842905,-15.71344252,-17.829810193,17.883240889,1000000.0,0.004463352481999996,0.003993877427000001,0.0042286149544999985
31,0.001,-10000,120.0002323151,18.007840394,-17.976125136,-15.829347671,15.853020419,15.599020974,-15.605952441,-17.90002467,17.869644192,1000000.0,0.004778992115000001,0.004087300771999999,0.0044331464434999995
32,0.001,-9000,120.0001789093,17.60322026,-17.579009045,-16.203305453,16.248740022,16.124417993,-16.084221949,-17.397386041,17.445948134,1000000.0,0.0029735893629999986,0.0023912887000000042,0.0026824390315000014
33,0.001,-8000,120.0006530762,17.207111888,-17.203529152,-16.602125893,16.618563987,16.459362302,-16.473968476,-17.031089443,17.058746252,1000000.0,0.0014773102620000032,0.000869145814999996,0.0011732280384999995
34,0.001,-7000,120.0000831604,16.849215263,-16.810032302,-16.943877747,17.002236137,16.825874117,-16.800143477,-16.656104102,16.677189999,1000000.0,3.32299710000008e-05,-0.0006128197829999991,-0.0002897949059999991
35,0.001,-6000,120.0000919342,16.490083592,-16.455239003,-17.324797234,17.332345031,17.181747411,-17.186344089,-16.254543337,16.279265452,1000000.0,-0.0014227689049999982,-0.0021233334759999957,-0.001773051190499997
36,0.001,-5000,120.0002651215,16.142594644,-16.104438323,-17.681181158,17.6984349,17.531660327,-17.523919478,-15.892496309,15.936501802,1000000.0,-0.002808546838000005,-0.003550617946999994,-0.0031795823924999998
37,0.001,-4500,120.0003746033,15.945096304,-15.905529508,-17.848761709,17.876498327,17.717749602,-17.680688834,-15.710060723,15.744163284,1000000.0,-0.0035478126240000023,-0.004271036029000003,-0.003909424326500002
38,0.001,-4000,120.0002723694,15.780939426,-15.734490486,-18.010072719,18.046093239,17.87815299,-17.858478948,-15.53520791,15.565671123,1000000.0,-0.004221202025999997,-0.004955286925000001,-0.004588244475499999
39,0.001,-3500,120.0005020142,15.591110654,-15.587223486,-18.177741288,18.225297146,18.036912572,-18.039611801,-15.345188203,15.393036678,1000000.0,-0.004898190233000001,-0.005664813552999997,-0.0052815018929999995
40,0.001,-3000,120.0000328064,15.423248379,-15.412362839,-18.354508596,18.373981908,18.21582513,-18.181817419,-15.189831593,15.221702596,1000000.0,-0.005562031331,-0.006316956314999999,-0.005939493822999999
41,0.001,-2500,120.0003067017,15.247272042,-15.243271511,-18.499857741,18.540540173,18.359861942,-18.337470357,-15.00628752,15.037265051,1000000.0,-0.006206788745999997,-0.006996845342999995,-0.006601817044499997
42,0.001,-2000,119.9995727539,15.127705107,-15.077924744,-18.66380486,18.694383624,18.510267472,-18.500176197,-14.850436338,14.888671366,1000000.0,-0.006804813817999996,-0.007619080779999994,-0.007211947298999995
43,0.001,-1500,120.0001968384,14.972650297,-14.943289225,-18.807025814,18.851951075,18.659165601,-18.61713265,-14.678103767,14.732115676,1000000.0,-0.007360358729000002,-0.008248757446000003,-0.0078045580875000025
44,0.001,-1000,120.0001960754,14.819422132,-14.791168325,-18.949634623,18.972830101,18.806001023,-18.781082311,-14.541549041,14.579909462,1000000.0,-0.007976492876999999,-0.008801006221000001,-0.008388749549
45,0.001,-500,119.9999893188,14.695803176,-14.661790542,-19.052131729,19.069269418,18.895959975,-18.876900254,-14.429568805,14.471358622,1000000.0,-0.008415266510999999,-0.009220473719999997,-0.008817870115499997
