,I,B,T,V1,V2,V3,V4,V5,V6,V7,V8,multiplier,RHc,RHd,R
0,0.001,10000,49.9999341965,-70.319879815,70.336238039,-92.548202084,92.574571125,92.026992194,-91.974775247,69.347822529,-69.331019984,1000000.0,-0.324657885295,-0.32380161572199995,-0.3242297505085
1,0.001,9000,49.9994497299,-69.722394432,69.76910791,-91.964448185,91.957440044,91.413138156,-91.406894877,68.750849302,-68.713202351,1000000.0,-0.322311535375,-0.321385939882,-0.32184873762849997
2,0.001,8000,49.9998163223,-69.129870149,69.179494654,-91.367794868,91.373013194,90.838561074,-90.814973518,68.138422722,-68.097709837,1000000.0,-0.31996289939499994,-0.31897694062099996,-0.31946992000799995
3,0.001,7000,49.9998392105,-68.539700555,68.556126464,-90.751047589,90.765371443,90.227432623,-90.219090727,67.52805353,-67.497216062,1000000.0,-0.317542350369,-0.316541688624,-0.3170420194965
4,0.001,6000,49.9998313904,-67.94300013,67.998022334,-90.150961858,90.187504848,89.651409443,-89.64087536,66.937252214,-66.876009499,1000000.0,-0.315233307267,-0.3141517284190001,-0.314692517843
5,0.001,5000,49.9999042511,-67.346324214,67.360536355,-89.539012289,89.57330605,89.072414905,-89.01876676,66.314379723,-66.270101265,1000000.0,-0.31279804223400004,-0.311696799327,-0.31224742078050005
6,0.001,4500,50.0001264572,-67.042097817,67.038539095,-89.241357947,89.25117889,88.745049572,-88.723958794,65.999698856,-65.953491362,1000000.0,-0.31154964527799994,-0.310445727055,-0.3109976861665
7,0.001,4000,50.0002157211,-66.725596991,66.748482362,-88.927458097,88.974844672,88.440494798,-88.424069167,65.689536025,-65.655992751,1000000.0,-0.310338643318,-0.309247831545,-0.3097932374315
8,0.001,3500,49.9999914169,-66.441363575,66.44793659,-88.617348279,88.665549068,88.131797698,-88.117058034,65.369357411,-65.330346153,1000000.0,-0.30913815589700006,-0.307982600911,-0.308560378404
9,0.001,3000,50.000078392,-66.122154484,66.145917768,-88.322093522,88.349368333,87.823915886,-87.793754599,65.04672492,-65.02160352,1000000.0,-0.30788574273700003,-0.30673979029500004,-0.30731276651600004
10,0.001,2500,50.0000917435,-65.800658691,65.844512178,-87.989650521,88.036423621,87.502090619,-87.497886935,64.734214789,-64.694099234,1000000.0,-0.306645148423,-0.30545438816500003,-0.306049768294
11,0.001,2000,49.9998414993,-65.492845965,65.497387733,-87.694070427,87.70806414,87.216237427,-87.170739841,64.397051987,-64.371058716,1000000.0,-0.305377210966,-0.30417024527000003,-0.304773728118
12,0.001,1500,50.0000469208,-65.186946521,65.183361231,-87.355796923,87.393422275,86.896083694,-86.851158453,64.074488736,-64.050410899,1000000.0,-0.304117549899,-0.30287411883300003,-0.30349583436600003
13,0.001,1000,50.0000574112,-64.853232777,64.899576759,-87.040156111,87.076968066,86.54601701,-86.538929387,63.76345232,-63.713765376,1000000.0,-0.302837755933,-0.30159434187299994,-0.30221604890299997
14,0.001,500,49.9998228073,-64.52651389,64.543722887,-86.696403833,86.732128191,86.249943111,-86.204118504,63.422110767,-63.385174315,1000000.0,-0.301524298392,-0.300235817106,-0.300880057749
15,0.001,0,49.9999052048,-64.185315719,64.211311307,-86.366390395,86.393771321,85.897618211,-85.89768287,63.085404757,-63.030133604,1000000.0,-0.30019192810699996,-0.298875700077,-0.299533814092
16,0.001,-500,49.9998245239,-63.84399584,63.848611206,-86.024891087,86.059079566,85.565777122,-85.519007501,62.721137188,-62.699296302,1000000.0,-0.2987773916690001,-0.297504404143,-0.29814089790600007
17,0.001,-1000,49.9999315262,-63.482737193,63.505576911,-85.660716653,85.68833744,85.175538787,-85.171803842,62.338104665,-62.318984724,1000000.0,-0.29733565673299994,-0.29600614348200005,-0.29667090010749997
18,0.001,-1500,50.000195694,-63.140469634,63.132603811,-85.290564164,85.322197151,84.833244858,-84.796939207,61.957468008,-61.926581797,1000000.0,-0.29590325751,-0.29449681112000003,-0.295200034315
19,0.001,-2000,50.0001375198,-62.668797091,62.705388788,-84.878408684,84.903617469,84.411245805,-84.37442539,61.524759287,-61.484935917,1000000.0,-0.294159857074,-0.29279172135700005,-0.2934757892155
20,0.001,-2500,50.0001876831,-62.228904198,62.25254133,-84.391709942,84.43634077,83.898469739,-83.861104551,60.988683118,-60.975309956,1000000.0,-0.292241019818,-0.290792043786,-0.291516531802
21,0.001,-3000,50.0000810623,-61.49946323,61.489743687,-83.664918646,83.683123894,83.102471099,-83.043917913,60.17447457,-60.127249376,1000000.0,-0.289135595929,-0.287649766486,-0.2883926812075
22,0.001,-3500,49.9999319077,-59.834179956,59.773649563,-81.933694697,81.947873491,81.162807753,-81.073014249,58.107378865,-58.024818445,1000000.0,-0.281843651521,-0.280013765498,-0.2809287085095
23,0.001,-4000,50.0002099991,-54.302706773,54.041040246,-76.120710283,76.020724888,74.568486348,-74.242010068,51.147517901,-50.955961615,1000000.0,-0.257154243435,-0.25424491468700006,-0.25569957906100005
24,0.001,-4500,49.9999919891,-34.202514792,33.346269478,-55.025821984,54.591406018,51.727162735,-50.704460213,27.282216194,-26.772516864,1000000.0,-0.169980407218,-0.16367196106,-0.16682618413900002
25,0.001,-5000,50.0000478745,10.080356635,-11.367797187,-10.083962643,9.453389241,6.380957681,-5.069516638,-18.263602978,18.960547076,1000000.0,0.009997679503000002,0.017686798170000004,0.013842238836500003
26,0.001,-6000,49.9999649048,72.250470044,-72.613430827,50.223658077,-50.376935056,-52.147403139,52.55617953,-75.068968713,75.275243471,1000000.0,0.24956748354000002,0.25094480531700003,0.2502561444285
27,0.001,-7000,49.9999500275,86.414438205,-86.479339791,63.843248337,-63.83621548,-65.02759849,65.129015213,-87.405338633,87.473289656,1000000.0,0.303050391699,0.302558092106,0.3028042419025
28,0.001,-8000,50.000399971,89.762094893,-89.719749437,67.095814048,-67.055453369,-68.064130102,68.105220673,-90.343936422,90.376614131,1000000.0,0.315651195105,0.31487181796999997,0.31526150653749996
29,0.001,-9000,50.0001369476,91.10566746,-91.073873378,68.418516205,-68.395346563,-69.321491693,69.377347752,-91.576164451,91.599376855,1000000.0,0.32087838028300003,0.319989404074,0.32043389217850005
30,0.001,-10000,50.0000883102,91.985171145,-91.96713216,69.343704784,-69.304997966,-70.179928588,70.20431343,-92.398391395,92.456572142,1000000.0,0.324336545323,0.323503666287,0.32392010580499997
31,0.001,-10000,50.000091362,92.026992194,-91.974775247,69.347822529,-69.331019984,-70.319879815,70.336238039,-92.548202084,92.574571125,1000000.0,0.324657885295,0.323801615722,0.3242297505085
32,0.001,-9000,49.9998771667,91.413138156,-91.406894877,68.750849302,-68.713202351,-69.722394432,69.76910791,-91.964448185,91.957440044,1000000.0,0.322311535375,0.321385939882,0.32184873762849997
33,0.001,-8000,50.0002567291,90.838561074,-90.814973518,68.138422722,-68.097709837,-69.129870149,69.179494654,-91.367794868,91.373013194,1000000.0,0.319962899395,0.31897694062099996,0.319469920008
34,0.001,-7000,50.0000770569,90.227432623,-90.219090727,67.52805353,-67.497216062,-68.539700555,68.556126464,-90.751047589,90.765371443,1000000.0,0.317542350369,0.316541688624,0.3170420194965
35,0.001,-6000,50.0001247406,89.651409443,-89.64087536,66.937252214,-66.876009499,-67.94300013,67.998022334,-90.150961858,90.187504848,1000000.0,0.315233307267,0.314151728419,0.314692517843
36,0.001,-5000,50.0001495361,89.072414905,-89.01876676,66.314379723,-66.270101265,-67.346324214,67.360536355,-89.539012289,89.57330605,1000000.0,0.31279804223400004,0.311696799327,0.31224742078050005
37,0.001,-4500,50.0001302719,88.745049572,-88.723958794,65.999698856,-65.953491362,-67.042097817,67.038539095,-89.241357947,89.25117889,1000000.0,0.31154964527799994,0.31044572705499995,0.3109976861664999
38,0.001,-4000,49.9999084473,88.440494798,-88.424069167,65.689536025,-65.655992751,-66.725596991,66.748482362,-88.927458097,88.974844672,1000000.0,0.310338643318,0.309247831545,0.3097932374315
39,0.001,-3500,50.0001882553,88.131797698,-88.117058034,65.369357411,-65.330346153,-66.441363575,66.44793659,-88.617348279,88.665549068,1000000.0,0.309138155897,0.307982600911,0.30856037840399997
40,0.001,-3000,49.9997980118,87.823915886,-87.793754599,65.04672492,-65.02160352,-66.122154484,66.145917768,-88.322093522,88.349368333,1000000.0,0.307885742737,0.30673979029500004,0.30731276651600004
41,0.001,-2500,50.0002706528,87.502090619,-87.497886935,64.734214789,-64.694099234,-65.800658691,65.844512178,-87.989650521,88.036423621,1000000.0,0.306645148423,0.30545438816500003,0.306049768294
42,0.001,-2000,50.0000841141,87.216237427,-87.170739841,64.397051987,-64.371058716,-65.492845965,65.497387733,-87.694070427,87.70806414,1000000.0,0.305377210966,0.30417024527000003,0.304773728118
43,0.001,-1500,50.0002080917,86.896083694,-86.851158453,64.074488736,-64.050410899,-65.186946521,65.183361231,-87.355796923,87.393422275,1000000.0,0.304117549899,0.30287411883300003,0.30349583436600003
44,0.001,-1000,50.0000019073,86.54601701,-86.538929387,63.76345232,-63.713765376,-64.853232777,64.899576759,-87.040156111,87.076968066,1000000.0,0.30283775593300005,0.301594341873,0.302216048903
45,0.001,-500,49.9999889374,86.249943111,-86.204118504,63.422110767,-63.385174315,-64.52651389,64.543722887,-86.696403833,86.732128191,1000000.0,0.301524298392,0.300235817106,0.300880057749
46,0.001,0,50.0000078201,85.897618211,-85.89768287,63.085404757,-63.030133604,-64.185315719,64.211311307,-86.366390395,86.393771321,1000000.0,0.300191928107,0.29887570007700004,0.29953381409200003
47,0.001,500,50.0002811432,85.565777122,-85.519007501,62.721137188,-62.699296302,-63.84399584,63.848611206,-86.024891087,86.059079566,1000000.0,0.29877739166899997,0.297504404143,0.29814089790599996
48,0.001,1000,50.0002983093,85.175538787,-85.171803842,62.338104665,-62.318984724,-63.482737193,63.505576911,-85.660716653,85.68833744,1000000.0,0.297335656733,0.296006143482,0.29667090010749997
49,0.001,1500,49.9999212265,84.833244858,-84.796939207,61.957468008,-61.926581797,-63.140469634,63.132603811,-85.290564164,85.322197151,1000000.0,0.29590325751,0.29449681112000003,0.295200034315
50,0.001,2000,50.0002979279,84.411245805,-84.37442539,61.524759287,-61.484935917,-62.668797091,62.705388788,-84.878408684,84.903617469,1000000.0,0.294159857074,0.292791721357,0.2934757892155
51,0.001,2500,50.0001914978,83.898469739,-83.861104551,60.988683118,-60.975309956,-62.228904198,62.25254133,-84.391709942,84.43634077,1000000.0,0.292241019818,0.29079204378600004,0.291516531802
52,0.001,3000,50.000189209,83.102471099,-83.043917913,60.17447457,-60.127249376,-61.49946323,61.489743687,-83.664918646,83.683123894,1000000.0,0.28913559592899996,0.28764976648600005,0.2883926812075
53,0.001,3500,50.0002605438,81.162807753,-81.073014249,58.107378865,-58.024818445,-59.834179956,59.773649563,-81.933694697,81.947873491,1000000.0,0.281843651521,0.280013765498,0.2809287085095
54,0.001,4000,50.000312233,74.568486348,-74.242010068,51.147517901,-50.955961615,-54.302706773,54.041040246,-76.120710283,76.020724888,1000000.0,0.257154243435,0.254244914687,0.255699579061
55,0.001,4500,50.0001403809,51.727162735,-50.704460213,27.282216194,-26.772516864,-34.202514792,33.346269478,-55.025821984,54.591406018,1000000.0,0.169980407218,0.16367196106,0.16682618413900002
56,0.001,5000,50.0004072189,6.380957681,-5.069516638,-18.263602978,18.960547076,10.080356635,-11.367797187,-10.083962643,9.453389241,1000000.0,-0.009997679503,-0.017686798170000007,-0.013842238836500004
57,0.001,6000,50.0000833511,-52.147403139,52.55617953,-75.068968713,75.275243471,72.250470044,-72.613430827,50.223658077,-50.376935056,1000000.0,-0.24956748354000002,-0.25094480531700003,-0.2502561444285
58,0.001,7000,50.0001806259,-65.02759849,65.129015213,-87.405338633,87.473289656,86.414438205,-86.479339791,63.843248337,-63.83621548,1000000.0,-0.303050391699,-0.302558092106,-0.3028042419025
59,0.001,8000,50.0003316879,-68.064130102,68.105220673,-90.343936422,90.376614131,89.762094893,-89.719749437,67.095814048,-67.055453369,1000000.0,-0.315651195105,-0.31487181796999997,-0.31526150653749996
60,0.001,9000,50.0001607895,-69.321491693,69.377347752,-91.576164451,91.599376855,91.10566746,-91.073873378,68.418516205,-68.395346563,1000000.0,-0.32087838028300003,-0.31998940407400006,-0.32043389217850005
61,0.001,10000,50.000084877,-70.179928588,70.20431343,-92.398391395,92.456572142,91.985171145,-91.96713216,69.343704784,-69.304997966,1000000.0,-0.324336545323,-0.323503666287,-0.32392010580499997
