,I,B,T,V1,V2,V3,V4,V5,V6,V7,V8,multiplier,RHc,RHd,R
0,0.001,9000,123.0032161713,23.807597476,-23.790651852,-10.545282632,10.553600696,10.696330774,-10.656174383,-23.896896118,23.945588819,1000000.0,0.026245744171000004,0.026743601609000002,0.02649467289
1,0.001,8000,123.002167511,24.13902026,-24.111145448,-10.207902464,10.250990769,10.368962886,-10.354265911,-24.234776435,24.256673039,1000000.0,0.027526936911,0.028032556241,0.027779746576
2,0.001,7000,122.9996192932,24.453361155,-24.401933088,-9.884778671,9.91552645,10.056928584,-10.035077529,-24.527806844,24.559816646,1000000.0,0.028763288130000005,0.029287318369,0.029025303249500003
3,0.001,6000,122.9985393524,24.731609967,-24.712828133,-9.570332002,9.607960719,9.765948934,-9.717495803,-24.832941975,24.873568505,1000000.0,0.029960993363,0.030528217759000005,0.030244605561000004
4,0.001,5000,122.9997531891,25.005017979,-24.99320245,-9.279246023,9.30726173,9.486782448,-9.438839172,-25.108563488,25.142678041,1000000.0,0.031072598809,0.031664733776,0.0313686662925
5,0.001,4500,122.9998390198,25.168020896,-25.132558201,-9.116411478,9.162830272,9.327081272,-9.335845928,-25.275623048,25.300787931,1000000.0,0.031637651897,0.032297169229,0.031967410562999996
6,0.001,4000,123.0003662109,25.276688219,-25.266218536,-8.986741012,9.026889881,9.206397617,-9.154827802,-25.394886692,25.43893569,1000000.0,0.032181681336,0.032820191489000006,0.0325009364125
7,0.001,3500,123.0003108978,25.416770816,-25.383768349,-8.857164938,8.888321428,9.082490505,-9.052641769,-25.548508852,25.553775028,1000000.0,0.032665406891000004,0.033356797514,0.0330111022025
8,0.001,3000,123.0006286621,25.523128844,-25.524980082,-8.729812938,8.758947223,8.958876217,-8.921651253,-25.664874454,25.704356724,1000000.0,0.033167581456,0.033880471017,0.0335240262365
9,0.001,2500,123.0001056671,25.652394326,-25.62178317,-8.596595595,8.625536311,8.845178714,-8.81380444,-25.779896035,25.815215671,1000000.0,0.033615194342000006,0.034372979799999995,0.033994087071000004
