,I,B,T,V1,V2,V3,V4,V5,V6,V7,V8,multiplier,RHc,RHd,R
0,0.001,10000,123.9580112457,25.843537118,-25.880471461,-8.732750118,8.731873623,8.858794378,-8.806026147,-26.108836022,26.128646808,1000000.0,0.034059188054,0.03477285908899999,0.0344160235715
1,0.001,9000,124.0026554108,26.3159612,-26.291438183,-8.350889068,8.369817609,8.525366182,-8.486931316,-26.417034019,26.440274402,1000000.0,0.03559510188500001,0.036136601744,0.0358658518145
2,0.001,8000,124.0022331238,26.608083757,-26.574855564,-8.035439792,8.061331778,8.228199249,-8.195021881,-26.720049976,26.747090575,1000000.0,0.036759718191,0.037370368981,0.037065043586
3,0.001,7000,123.9996486664,26.897461021,-26.852288216,-7.748799532,7.794209005,7.931650915,-7.909295898,-26.994669735,27.020519438,1000000.0,0.037908802424,0.038472180636000004,0.03819049153
4,0.001,6000,123.9991981506,27.124973935,-27.124072538,-7.474785067,7.49400851,7.668048258,-7.645381529,-27.283754355,27.311724254,1000000.0,0.038935616686000006,0.039626685031999995,0.039281150859
5,0.001,5000,123.9996238708,27.433126173,-27.382921965,-7.204012906,7.229101216,7.405865857,-7.396751349,-27.530668849,27.568571784,1000000.0,0.040013430932,0.040666126511,0.040339778721500005
6,0.001,4500,123.999779892,27.555524697,-27.523303332,-7.073226104,7.11973158,7.282460817,-7.260708164,-27.656404096,27.691054866,1000000.0,0.040535659048,0.041154501278,0.040845080163
7,0.001,4000,123.9999958038,27.651257475,-27.629521203,-6.941623987,6.97186838,7.173904391,-7.133552502,-27.783375911,27.809079344,1000000.0,0.040973321785,0.041678962888,0.041326142336500005
8,0.001,3500,124.0007263184,27.770312506,-27.719894315,-6.83236757,6.859469291,7.042814584,-7.051381343,-27.890996175,27.938475579,1000000.0,0.041396010894,0.042137634893,0.041766822893500005
9,0.001,3000,124.00026474,27.871778304,-27.838541565,-6.720781494,6.761025517,6.956601297,-6.915638215,-28.004682992,28.036114929,1000000.0,0.041838080357000006,0.04255899091,0.0421985356335
10,0.001,2500,124.0004974365,27.971552895,-27.948321256,-6.60777641,6.661164097,6.863307336,-6.846811956,-28.11605124,28.125446414,1000000.0,0.042209754859,0.042972557147000004,0.042591156003
11,0.001,2000,123.9998130798,28.074037807,-28.038287502,-6.525305742,6.558979386,6.742122352,-6.715212458,-28.193225226,28.219356745,1000000.0,0.04265499049899999,0.043328296843,0.042991643670999995
12,0.001,1500,124.0002094269,28.12436164,-28.130639684,-6.453744127,6.49822718,6.691281092,-6.668008132,-28.254829934,28.302845716,1000000.0,0.042895712100000004,0.043605704343,0.0432507082215
13,0.001,1000,124.0001102448,28.152648733,-28.122326515,-6.398456122,6.419793462,6.648426392,-6.626365669,-28.312175465,28.342998393,1000000.0,0.043000183187,0.043836924273999996,0.0434185537305
14,0.001,500,124.0001121521,28.14840044,-28.10668172,-6.422816238,6.490247524,6.669237545,-6.641021198,-28.295090328,28.319310103,1000000.0,0.042944823417000004,0.043701336669,0.043323080043000006
15,0.001,0,124.0002864838,27.931902004,-27.884736752,-6.64729439,6.695826304,6.873609756,-6.878141943,-28.078495074,28.115883371,1000000.0,0.042064887057,0.042851257751,0.042458072404
16,0.001,-500,124.0002864838,26.938047899,-26.879940227,-7.699974838,7.755389775,7.829168497,-7.834199512,-27.112836257,27.127472233,1000000.0,0.03815462011700001,0.038784943877,0.038469781997000005
17,0.001,-1000,124.0001274109,21.16633473,-20.960186257,-13.819335291,13.979196797,13.357293305,-13.52583426,-21.306275367,21.251249467,1000000.0,0.015243393422,0.014758992746,0.015001193084000001
18,0.001,-1500,123.9999572754,10.077649286,-9.894884505,-24.951068669,25.070404668,24.450046325,-24.575792901,-10.104514983,10.082105789,1000000.0,-0.029053305435,-0.029834852565000004,-0.029444079
19,0.001,-2000,124.0002376556,5.813255415,-5.763712202,-29.080223656,29.132777303,28.937594796,-28.930734819,-5.721769037,5.765847012,1000000.0,-0.046291361998,-0.046725384909999994,-0.046508373453999996
20,0.001,-2500,124.0007949829,5.949087632,-5.945232242,-28.885153804,28.930003486,28.797829622,-28.775788201,-5.834464438,5.878136859,1000000.0,-0.045679297949000004,-0.046102555993000005,-0.045890926971
21,0.001,-3000,124.0000522614,6.477708793,-6.446659912,-28.370572075,28.384802583,28.283870426,-28.233246612,-6.31566991,6.362186461,1000000.0,-0.043592748333,-0.044077518286999996,-0.043835133309999996
22,0.001,-3500,124.0001285553,6.799426264,-6.746640577,-28.063610008,28.095446732,27.964254582,-27.931954222,-6.620818452,6.651257301,1000000.0,-0.042350141963,-0.042886980986999994,-0.042618561475
