,I,B,T,V1,V2,V3,V4,V5,V6,V7,V8,multiplier,RHc,RHd,R
0,0.001,10000,150.078225708,62.263338594,-62.185493823,-7.818696833,7.868735587,8.0205344486,-7.9929697094,-62.5769095394,62.6470564575,1000000.0,0.108435328259,0.10953653357689999,0.10898593091795
1,0.001,9000,150.0086181641,60.908278435,-60.8478876134,-9.2991688976,9.355270912,9.5773161056,-9.5485126519,-61.1774559715,61.2743833356,1000000.0,0.10263033729089999,0.10379739949750001,0.10321386839419999
2,0.001,8000,150.003024292,59.4166192647,-59.3842614333,-10.976955215,11.0335800844,11.1990647931,-11.1736924631,-59.6743538553,59.7622987778,1000000.0,0.09642812344180002,0.09742611733369999,0.09692712038775
3,0.001,7000,150.0002128601,57.789445432,-57.7832922756,-12.7551229318,12.8283773043,12.98498426,-12.9338434688,-58.0445537488,58.1306306126,1000000.0,0.08965390997879999,0.0905916841253,0.09012279705205
4,0.001,6000,150.0002075195,56.0676354225,-56.0340391657,-14.7432453843,14.8057800383,14.9107070581,-14.8952718479,-56.2709605773,56.3406006204,1000000.0,0.08229569568219999,0.0830625357751,0.08267911572865
5,0.001,5000,149.9998031616,54.1453907536,-54.1053691621,-16.8818132355,16.9470376097,17.0484840278,-17.0287688206,-54.2958614709,54.3728542903,1000000.0,0.0741735070673,0.07483986491599999,0.07450668599165
6,0.001,4500,150.0001174927,53.0999063725,-53.0582332817,-18.0417193448,18.1174872595,18.1881415486,-18.1499963673,-53.2341195182,53.320070096,1000000.0,0.0698200017383,0.07039498300990002,0.07010749237410001
7,0.001,4000,150.0000198364,52.000140315,-51.9726659929,-19.2690026648,19.3346443861,19.3972675079,-19.3495523678,-52.1092885375,52.1870580799,1000000.0,0.0652259864322,0.0656926995665,0.06545934299935
8,0.001,3500,149.999912262,50.7978548484,-50.7737449244,-20.5435434834,20.612056153,20.6628716387,-20.629937307,-50.9078581526,50.9856750426,1000000.0,0.060278790827100005,0.0607379335588,0.06050836219295
9,0.001,3000,149.9999755859,49.5467784082,-49.5165011126,-21.8948542455,21.9735820491,21.9981859239,-21.9917802681,-49.6487708276,49.7347119334,1000000.0,0.0550733133288,0.0555150464664,0.0552941798976
10,0.001,2500,150.0000366211,48.2022263128,-48.1550591806,-23.3358369088,23.419142979,23.4452485827,-23.4155715874,-48.2962986864,48.366464757,1000000.0,0.0494964653233,0.0499077835556,0.049702124439450004
11,0.001,2000,150.000202179,46.7374573702,-46.6993451463,-24.9119740541,24.978721687,24.9895990909,-24.9952956317,-46.819526495,46.9087931543,1000000.0,0.04345190779389999,0.043837623908199994,0.043644765851049996
12,0.001,1500,150.0001739502,45.1381488064,-45.1127137451,-26.5989958843,26.6766568446,26.6873057834,-26.6628028302,-45.2384611542,45.3255536573,1000000.0,0.03690075393790001,0.0372883620826,0.03709455801025001
13,0.001,1000,150.0003723145,43.3786491389,-43.3702190956,-28.4785310995,28.5467992128,28.5444895552,-28.4961388876,-43.4805107824,43.5576080165,1000000.0,0.029708239791700005,0.030012788486600002,0.029860514139150002
14,0.001,500,149.9999519348,41.3339791706,-41.2911357629,-30.6352802457,30.6999453497,30.7043984139,-30.6505908682,-41.4339500572,41.5223876059,1000000.0,0.0212701256514,0.021621112067700003,0.02144561885955
