,I,B,T,V1,V2,V3,V4,V5,V6,V7,V8,multiplier,RHc,RHd,R
0,0.001,10000,124.9574726105,28.3074169,-28.342499977,-6.579277881,6.579290707,6.665617766,-6.624965667,-28.51830794,28.555568818,1000000.0,0.043359333444,0.04391530817,0.043637320807
1,0.001,9000,125.0037395477,28.733424696,-28.716870193,-6.215910607,6.239885181,6.364516261,-6.328818369,-28.815755812,28.869514021,1000000.0,0.044756960258999993,0.045229474045,0.044993217152
2,0.001,8000,125.0021942139,28.996446736,-28.984406417,-5.931090118,5.965976216,6.11224441,-6.064713653,-29.088658538,29.128851069,1000000.0,0.04580389509,0.046320443273,0.046062169181499996
3,0.001,7000,125.0000606537,29.272177567,-29.231046173,-5.671839818,5.705004853,5.829735013,-5.818596179,-29.358517865,29.380120032,1000000.0,0.046854892547999995,0.047361793226,0.047108342887
4,0.001,6000,124.998928833,29.476316373,-29.480087668,-5.415012723,5.456760747,5.584328117,-5.587640363,-29.602609173,29.641799039,1000000.0,0.047784435561000004,0.048372634742,0.0480785351515
5,0.001,5000,124.9996982574,29.726692464,-29.710649926,-5.194368402,5.213381763,5.391174424,-5.36194201,-29.860521344,29.880804074,1000000.0,0.048684225956,0.049333575253,0.0490089006045
6,0.001,4500,125.0002952576,29.852321717,-29.818372116,-5.07863911,5.10725721,5.272310592,-5.239745426,-29.922490305,29.990608524,1000000.0,0.049158637815,0.04972720250899999,0.049442920162
7,0.001,4000,125.0000980377,29.920144521,-29.921976955,-4.969281272,5.011434414,5.183668804,-5.14251338,-30.062352732,30.072998364,1000000.0,0.049515939292,0.050154635409999995,0.049835287351
8,0.001,3500,125.0006149292,30.048036078,-29.991798419,-4.877201203,4.916625849,5.107156521,-5.067724596,-30.140103586,30.191538551,1000000.0,0.04986495338,0.050537815085,0.0502013842325
9,0.001,3000,125.000554657,30.119083404,-30.088315308,-4.776832945,4.827585245,5.002141663,-4.99050401,-30.237839418,30.257089076,1000000.0,0.05021475303899999,0.050890510304000006,0.050552631671499995
10,0.001,2500,125.000151825,30.184151346,-30.152643941,-4.697593177,4.748549907,4.929268141,-4.896503295,-30.324958037,30.34792185,1000000.0,0.050511023850999995,0.051226736802999995,0.050868880326999995
11,0.001,2000,125.0003765106,30.252467179,-30.213674176,-4.638058581,4.668494595,4.8499189,-4.851218813,-30.389557565,30.419832844,1000000.0,0.050765003642000005,0.051502837233,0.0511339204375
12,0.001,1500,125.0000221252,30.302505603,-30.271361949,-4.583785027,4.624928825,4.822533425,-4.805128181,-30.434741649,30.456129802,1000000.0,0.050946205945999995,0.051682157599,0.051314181772499995
13,0.001,1000,125.0002979279,30.284203266,-30.286350112,-4.581962339,4.613201822,4.82849012,-4.78906293,-30.429761996,30.48029361,1000000.0,0.050953000328,0.051714891445,0.051333945886500004
14,0.001,500,125.0003582001,30.253893619,-30.210428783,-4.663027793,4.705586371,4.903797806,-4.857085529,-30.369343275,30.378839155,1000000.0,0.050703439067,0.051379568266,0.051041503666499996
15,0.001,0,125.000207901,29.903790222,-29.891038927,-4.997478288,5.036304477,5.206002341,-5.189003408,-30.069714166,30.107772689,1000000.0,0.0493998234,0.05014370409,0.049771763745
16,0.001,-500,125.0002773285,28.437298309,-28.323901951,-6.605958044,6.663897281,6.633264184,-6.645272656,-28.604985027,28.608432016,1000000.0,0.04348266342,0.043943561718,0.043713112569
17,0.001,-1000,124.999723053,20.14794518,-19.876883124,-15.289582858,15.43778964,14.606468994,-14.809477477,-20.283444477,20.200499209,1000000.0,0.010608881832999996,0.009756571188,0.010182726510499998
18,0.001,-1500,125.0005550385,8.100857101,-7.957209369,-27.236883159,27.338644149,26.71834902,-26.852591327,-8.130549556,8.103187689,1000000.0,-0.037512873877,-0.038341790063,-0.037927331970000006
19,0.001,-2000,125.0003421783,4.210028393,-4.179185158,-31.004508727,31.030364465,30.836787249,-30.815870476,-4.115712306,4.149786056,1000000.0,-0.053263444174,-0.05376937483,-0.053516409502
20,0.001,-2500,125.0004055023,4.261273435,-4.276622544,-30.879670167,30.911720516,30.808379946,-30.767742603,-4.152807788,4.194662627,1000000.0,-0.05303822656999999,-0.053443920268,-0.053241073419
21,0.001,-3000,125.0003360748,4.676177973,-4.60975914,-30.513892139,30.529024438,30.389027346,-30.372023555,-4.485944753,4.509509717,1000000.0,-0.051475113788,-0.052047462107,-0.0517612879475
22,0.001,-3500,125.0001655579,4.879438427,-4.850318619,-30.266455881,30.304744579,30.160892879,-30.143520803,-4.705175801,4.729542146,1000000.0,-0.050574656636,-0.051136482513,-0.0508555695745
23,0.001,-4000,125.0004898071,5.040146813,-5.0187016,-30.122012264,30.145159598,29.999711134,-29.988561164,-4.871840996,4.894294131,1000000.0,-0.049929423885,-0.05050103673499999,-0.05021523031
24,0.001,-4500,125.0003578186,5.180536508,-5.149293121,-29.983418357,29.992035734,29.896292429,-29.838780335,-5.014861527,5.037113606,1000000.0,-0.04940524313499999,-0.049923478958000006,-0.0496643610465
25,0.001,-5000,124.9999576569,5.319212926,-5.276643825,-29.857213286,29.853755988,29.753989478,-29.72185698,-5.127355921,5.174271256,1000000.0,-0.048879989707,-0.049409342097,-0.049144665902
26,0.001,-6000,125.0008773804,5.582002225,-5.536401878,-29.605377802,29.627878063,29.516668991,-29.486023083,-5.399342602,5.458078299,1000000.0,-0.047884287971,-0.048375834964000004,-0.0481300614675
27,0.001,-7000,125.0004001617,5.840547966,-5.8181991,-29.341123489,29.381058488,29.316904427,-29.25112326,-5.679215573,5.711158988,1000000.0,-0.046909280621,-0.047331807416,-0.0471205440185
28,0.001,-8000,125.0003993988,6.100511054,-6.055007567,-29.087351014,29.115534795,29.017964335,-28.993299569,-5.967374862,5.994279339,1000000.0,-0.045855745283,-0.04624123160799999,-0.0460484884455
29,0.001,-9000,125.0006221771,6.381801806,-6.345699528,-28.804722212,28.834953579,28.762872911,-28.742229984,-6.2350192,6.273950517,1000000.0,-0.044777601561,-0.045130706074,-0.044954153817499995
30,0.001,-10000,125.0006942749,6.65298401,-6.599698207,-28.507479613,28.542043479,28.479656665,-28.469235724,-6.521462815,6.559477093,1000000.0,-0.043696210172000004,-0.043968583184,-0.043832396678
31,0.001,-10000,124.9999008179,6.665617766,-6.624965667,-28.51830794,28.555568818,28.3074169,-28.342499977,-6.579277881,6.579290707,1000000.0,-0.043359333444,-0.04391530816999999,-0.043637320807
32,0.001,-9000,125.0004768372,6.364516261,-6.328818369,-28.815755812,28.869514021,28.733424696,-28.716870193,-6.215910607,6.239885181,1000000.0,-0.044756960258999993,-0.045229474045,-0.044993217152
33,0.001,-8000,125.0004814148,6.11224441,-6.064713653,-29.088658538,29.128851069,28.996446736,-28.984406417,-5.931090118,5.965976216,1000000.0,-0.04580389509,-0.046320443272999993,-0.046062169181499996
34,0.001,-7000,125.0007061005,5.829735013,-5.818596179,-29.358517865,29.380120032,29.272177567,-29.231046173,-5.671839818,5.705004853,1000000.0,-0.046854892547999995,-0.047361793226,-0.047108342887
35,0.001,-6000,125.0006603241,5.584328117,-5.587640363,-29.602609173,29.641799039,29.476316373,-29.480087668,-5.415012723,5.456760747,1000000.0,-0.047784435561,-0.048372634741999994,-0.0480785351515
36,0.001,-5000,125.0001159668,5.391174424,-5.36194201,-29.860521344,29.880804074,29.726692464,-29.710649926,-5.194368402,5.213381763,1000000.0,-0.048684225956,-0.049333575253,-0.0490089006045
37,0.001,-4500,125.0007518768,5.272310592,-5.239745426,-29.922490305,29.990608524,29.852321717,-29.818372116,-5.07863911,5.10725721,1000000.0,-0.049158637814999996,-0.049727202509,-0.049442920162
38,0.001,-4000,125.0005191803,5.183668804,-5.14251338,-30.062352732,30.072998364,29.920144521,-29.921976955,-4.969281272,5.011434414,1000000.0,-0.049515939291999995,-0.05015463541,-0.049835287351
39,0.001,-3500,125.000668335,5.107156521,-5.067724596,-30.140103586,30.191538551,30.048036078,-29.991798419,-4.877201203,4.916625849,1000000.0,-0.04986495337999999,-0.05053781508500001,-0.0502013842325
40,0.001,-3000,125.0005886078,5.002141663,-4.99050401,-30.237839418,30.257089076,30.119083404,-30.088315308,-4.776832945,4.827585245,1000000.0,-0.050214753039,-0.050890510304,-0.050552631671499995
41,0.001,-2500,125.0002235413,4.929268141,-4.896503295,-30.324958037,30.34792185,30.184151346,-30.152643941,-4.697593177,4.748549907,1000000.0,-0.050511023851,-0.051226736802999995,-0.050868880327
42,0.001,-2000,125.000522995,4.8499189,-4.851218813,-30.389557565,30.419832844,30.252467179,-30.213674176,-4.638058581,4.668494595,1000000.0,-0.050765003642,-0.051502837233000004,-0.0511339204375
43,0.001,-1500,125.0008621216,4.822533425,-4.805128181,-30.434741649,30.456129802,30.302505603,-30.271361949,-4.583785027,4.624928825,1000000.0,-0.050946205946,-0.051682157599,-0.0513141817725
44,0.001,-1000,125.0007720947,4.82849012,-4.78906293,-30.429761996,30.48029361,30.284203266,-30.286350112,-4.581962339,4.613201822,1000000.0,-0.050953000328,-0.051714891445,-0.051333945886500004
45,0.001,-500,125.0004840851,4.903797806,-4.857085529,-30.369343275,30.378839155,30.253893619,-30.210428783,-4.663027793,4.705586371,1000000.0,-0.050703439067000006,-0.051379568266,-0.0510415036665
46,0.001,0,125.000202179,5.206002341,-5.189003408,-30.069714166,30.107772689,29.903790222,-29.891038927,-4.997478288,5.036304477,1000000.0,-0.0493998234,-0.05014370409,-0.049771763745
