,I,B,T,V1,V2,V3,V4,V5,V6,V7,V8,multiplier,RHc,RHd,R
0,0.001,10000,100.0009609222,-34.690324362,34.730934907,-64.657525923,64.697978797,64.832037184,-64.809532525,34.488565682,-34.460855196,1000000.0,-0.19906282897799998,-0.198304925598,-0.198683877288
1,0.001,9000,100.0001487732,-34.210120856,34.237987646,-64.153411947,64.179546926,64.318217003,-64.285991937,33.9793581,-33.942060274,1000000.0,-0.197052317442,-0.196254377247,-0.19665334734450002
2,0.001,8000,100.0002490997,-33.705042842,33.739207959,-63.600418964,63.642886933,63.776950425,-63.739699361,33.488246549,-33.456710421,1000000.0,-0.194960900587,-0.194188262867,-0.19457458172699998
3,0.001,7000,99.9999256134,-33.219665441,33.244866095,-63.087084071,63.090433852,63.251975242,-63.224125087,32.982894682,-32.952239545,1000000.0,-0.192940631865,-0.19211265215,-0.1925266420075
4,0.001,6000,99.9999519348,-32.729875534,32.764361909,-62.519687616,62.553320509,62.704488568,-62.682305923,32.465971804,-32.430562472,1000000.0,-0.19088103193400002,-0.18996954240099997,-0.1904252871675
5,0.001,5000,100.0000991821,-32.230780365,32.253948391,-61.976982147,62.0107825,62.178326614,-62.165901133,31.964719238,-31.926438592,1000000.0,-0.188828956503,-0.187878922477,-0.18835393949
6,0.001,4500,99.9993034363,-31.984488805,32.009538553,-61.69446816,61.737067875,61.925433512,-61.882958716,31.734379444,-31.67952693,1000000.0,-0.187802419586,-0.186845442409,-0.1873239309975
7,0.001,4000,99.9997058868,-31.735669416,31.767163428,-61.423152042,61.482795436,61.633228255,-61.611884182,31.441485221,-31.446635183,1000000.0,-0.186747945281,-0.185794067882,-0.1862710065815
8,0.001,3500,99.9997219086,-31.491557653,31.50996835,-61.136953253,61.196694646,61.350258887,-61.325089528,31.210628748,-31.174739086,1000000.0,-0.18567687441800002,-0.18471901573299998,-0.1851979450755
9,0.001,3000,100.0000179291,-31.234904374,31.281101309,-60.872984879,60.903079839,61.08064715,-61.070198989,30.961382845,-30.919106867,1000000.0,-0.18466685182200002,-0.18365655443,-0.184161703126
10,0.001,2500,99.9998710632,-30.992415565,31.002151097,-60.58956339,60.635166747,60.820959168,-60.767572474,30.684271657,-30.661002592,1000000.0,-0.183583098304,-0.182570004386,-0.183076551345
11,0.001,2000,99.9991313934,-30.699531991,30.764428538,-60.310180029,60.333802888,60.543834984,-60.505673483,30.435097295,-30.383372879,1000000.0,-0.182513468996,-0.181462453091,-0.1819879610435
12,0.001,1500,100.0000080109,-30.456528139,30.484244439,-60.014043724,60.048363357,60.252603011,-60.20445706,30.162170827,-30.123209571,1000000.0,-0.181397832649,-0.18034778747900002,-0.18087281006400002
13,0.001,1000,99.9999263763,-30.197998103,30.195173643,-59.727967582,59.763440782,59.952574154,-59.942332395,29.87775854,-29.857256986,1000000.0,-0.180288078295,-0.17922642389000001,-0.17975725109250001
14,0.001,500,99.999792099,-29.906599948,29.939651411,-59.429997885,59.461312269,59.65402667,-59.647067232,29.606516857,-29.589216143,1000000.0,-0.17914734526099999,-0.178087043154,-0.1786171942075
15,0.001,0,100.0001525879,-29.601578031,29.675350209,-59.133368248,59.172576716,59.405410116,-59.339133789,29.307632214,-29.289426157,1000000.0,-0.17802147214500003,-0.176903003335,-0.17746223774000003
16,0.001,-500,99.9999900818,-29.337964879,29.359567827,-58.823801591,58.857628549,59.057945632,-59.017241152,29.027158104,-28.989875728,1000000.0,-0.17677271948999998,-0.175698463972,-0.176235591731
17,0.001,-1000,100.0002361298,-29.021614062,29.043320732,-58.492782188,58.506969226,58.733874345,-58.690724986,28.703123452,-28.682714967,1000000.0,-0.175489534125,-0.174385589833,-0.174937561979
18,0.001,-1500,100.0000865936,-28.680692153,28.697445227,-58.105475617,58.124221176,58.334844407,-58.316930407,28.312541616,-28.281157103,1000000.0,-0.174029912194,-0.172823395512,-0.173426653853
19,0.001,-2000,100.000246048,-28.067891903,28.100932595,-57.507624019,57.521053514,57.692439724,-57.668799592,27.685414062,-27.640467153,1000000.0,-0.17153006381400002,-0.170354558748,-0.17094231128100001
20,0.001,-2500,100.0000598907,-26.155365567,26.076305516,-55.399528318,55.375157772,55.501172622,-55.355076909,25.291091429,-25.210130701,1000000.0,-0.163087920614,-0.16127590821999999,-0.16218191441699997
21,0.001,-3000,99.9998134613,-15.245091237,14.664272498,-43.640645936,43.349605041,43.406885164,-42.721080932,12.461155791,-12.072611373,1000000.0,-0.116037329831,-0.11152401814099998,-0.11378067398599999
22,0.001,-3500,99.9997768402,15.530776655,-16.480710263,-12.501262201,12.053123423,11.832087128,-10.809499268,-19.498076246,19.997934674,1000000.0,0.009369900522000006,0.014941625296000002,0.012155762909000004
23,0.001,-4000,100.0001094818,42.085166828,-42.566541547,13.010198694,-13.220810012,-13.809855287,14.304142675,-44.316215449,44.595451858,1000000.0,0.11276570633699999,0.115142676013,0.113954191175
24,0.001,-4500,100.0002410889,54.324104564,-54.486853758,24.576646152,-24.617413522,-25.120064318,25.338545474,-55.154340594,55.279861638,1000000.0,0.159269568114,0.15962826190600002,0.15944891501000003
25,0.001,-5000,100.0002445221,58.934253668,-58.972697248,28.91907571,-28.93010755,-29.311207417,29.413466463,-59.146359125,59.232315482,1000000.0,0.17663162479599998,0.176227857867,0.17642974133149997
26,0.001,-6000,99.9999450684,61.730345603,-61.677799227,31.552350911,-31.533789784,-31.898238898,31.896254417,-61.643856814,61.705541668,1000000.0,0.187202638145,0.186435539177,0.186819088661
27,0.001,-7000,100.0002277374,62.781465643,-62.789712259,32.546623957,-32.541276507,-32.84947086,32.901124257,-62.653078829,62.710613851,1000000.0,0.19132177301899997,0.190451593144,0.19088668308149997
28,0.001,-8000,100.0007175446,63.536243235,-63.506721184,33.271333034,-33.245556454,-33.556957291,33.610274091,-63.390833855,63.43247275,1000000.0,0.194210195801,0.19334019609299996,0.193775195947
29,0.001,-9000,100.0003112793,64.216127345,-64.178080825,33.907299134,-33.89676229,-34.158305349,34.19800031,-64.06674038,64.104934711,1000000.0,0.196750513829,0.195975736515,0.196363125172
30,0.001,-10000,100.0002643585,64.826147085,-64.812436692,34.494557336,-34.470168987,-34.748823542,34.769862371,-64.673976962,64.691927181,1000000.0,0.19915726969000003,0.198330630466,0.198743950078
31,0.001,-10000,100.0002559662,64.832037184,-64.809532525,34.488565682,-34.460855196,-34.690324362,34.730934907,-64.657525923,64.697978797,1000000.0,0.19906282897800004,0.198304925598,0.19868387728800002
32,0.001,-9000,100.000252533,64.318217003,-64.285991937,33.9793581,-33.942060274,-34.210120856,34.237987646,-64.153411947,64.179546926,1000000.0,0.197052317442,0.19625437724699998,0.1966533473445
33,0.001,-8000,99.9998806,63.776950425,-63.739699361,33.488246549,-33.456710421,-33.705042842,33.739207959,-63.600418964,63.642886933,1000000.0,0.194960900587,0.194188262867,0.19457458172699998
34,0.001,-7000,100.0002670288,63.251975242,-63.224125087,32.982894682,-32.952239545,-33.219665441,33.244866095,-63.087084071,63.090433852,1000000.0,0.19294063186499996,0.19211265214999998,0.19252664200749997
35,0.001,-6000,99.9999237061,62.704488568,-62.682305923,32.465971804,-32.430562472,-32.729875534,32.764361909,-62.519687616,62.553320509,1000000.0,0.19088103193400002,0.189969542401,0.1904252871675
36,0.001,-5000,100.0002323151,62.178326614,-62.165901133,31.964719238,-31.926438592,-32.230780365,32.253948391,-61.976982147,62.0107825,1000000.0,0.18882895650299997,0.187878922477,0.18835393948999998
37,0.001,-4500,100.0000076294,61.925433512,-61.882958716,31.734379444,-31.67952693,-31.984488805,32.009538553,-61.69446816,61.737067875,1000000.0,0.18780241958600002,0.186845442409,0.1873239309975
38,0.001,-4000,100.000440979,61.633228255,-61.611884182,31.441485221,-31.446635183,-31.735669416,31.767163428,-61.423152042,61.482795436,1000000.0,0.186747945281,0.185794067882,0.1862710065815
39,0.001,-3500,100.0001018524,61.350258887,-61.325089528,31.210628748,-31.174739086,-31.491557653,31.50996835,-61.136953253,61.196694646,1000000.0,0.18567687441800002,0.18471901573299998,0.1851979450755
