,I,B,T,V1,V2,V3,V4,V5,V6,V7,V8,multiplier,RHc,RHd,R
0,1e-06,49000,200.3501342773,-189974.53992,58592.08667,100150.13331,-112185.5481,-190249.92277,59694.80549,102721.4825,-118086.7631,1000000.0,498511.35485,-433143.92701,32683.71392000001
1,1e-06,48000,200.3682373047,-194145.45696,56945.5644,101825.57131,-110043.08366,-193980.99122,59352.37528,104279.26006,-114520.89173,1000000.0,504424.38785999996,-430668.80676000006,36877.79054999995
2,1e-06,47000,200.3611289978,-198670.76309,57129.64577,103447.109,-107718.21822,-198470.9879,59655.95594,105611.07308,-113632.23262,1000000.0,513927.35270000005,-430408.63292,41759.35989000002
3,1e-06,46000,200.3132766724,-202965.36426,56339.77587,105404.67265,-105934.8036,-201924.59318,59979.79392,107547.92692,-110310.75525,1000000.0,521209.52723,-429198.15842,46005.68440500001
4,1e-06,45000,200.2591217041,-205419.58325,59576.9897,107439.43484,-102644.63022,-205183.67874,58170.62496,109672.46516,-111295.87368,1000000.0,528350.87665,-431052.40390000003,48649.23637499998
5,1e-06,44000,200.2039306641,-207395.98987,55798.91967,109475.54601,-100100.84975,-205765.48385,60881.49464,110941.24172,-108061.79027,1000000.0,529841.88803,-428579.42775,50631.23014000003
6,1e-06,43000,200.160785675,-208887.34145,55528.37436,110726.7075,-98363.39259,-207678.1893799999,58646.34647,111646.06381,-110720.28974,1000000.0,530740.25166,-431456.45364,49641.899009999965
7,1e-06,42000,200.1241592407,-210749.88565,54907.61113,110605.29364,-97661.54637,-208922.18109,57515.01515,111772.87641,-102242.09288,1000000.0,532094.69302,-422281.80929999996,54906.44186000002
8,1e-06,41000,200.0947921753,-211813.77511,54611.97815,110820.28236,-92249.66113,-210773.21362,57906.61557,111647.26885,-104807.16761,1000000.0,535105.58245,-419524.37995,57790.60125000001
9,1e-06,40000,200.0691955566,-213685.20556,53945.88781,110563.15143,-89315.22914,-212731.45742,59954.89197,111348.41974,-117702.28105,1000000.0,540317.44276,-428929.08135999995,55694.180700000026
10,1e-06,39000,200.0453392029,-215032.58195,53586.75472,110327.69927,-86047.27854,-214444.8872599999,59808.38476,110076.27354,-114268.59507,1000000.0,542872.6086899999,-420719.84642,61076.381134999945
11,1e-06,38000,200.0303779602,-216807.81284,52909.89417,109957.82015,-83724.80825,-216186.87899,56316.57191,110885.12163,-101380.44068,1000000.0,542221.1579100001,-405948.19071,68136.48360000004
12,1e-06,37000,200.0156906128,-218266.16642,52246.35746,109744.80463,-77462.57726,-217486.70336,54574.91819,110369.43356,-92445.47636,1000000.0,542574.14543,-390022.29180999997,76275.92681000003
13,1e-06,36000,200.0120094299,-220137.59609,52121.205,109553.32055,-74444.02778,-219059.04733,54793.20332,109388.62032,-90440.91455,1000000.0,546111.05174,-383826.8832,81142.08427000002
14,1e-06,35000,199.9981552124,-221358.59006,51387.71029,108725.63514,-74959.78048,-220636.08767,53494.87357,108853.0896,-92831.51962,1000000.0,546877.26159,-385370.02483999997,80753.61837500002
15,1e-06,34000,199.991594696,-223126.95493,50606.04532,108723.8563,-73084.41779,-222362.80439,52807.53643,108499.138,-91847.44161,1000000.0,548903.34107,-382154.8537,83374.243685
16,1e-06,33000,199.9846984863,-224673.05434,50184.33507,107435.39925,-73117.52949,-224108.51728,52094.74235,107521.65722,-87996.513,1000000.0,551060.6490399999,-376071.09896,87494.77503999998
