0.0010000000,10000.4040527344,124.9585308075,5225.0047286674,-5225.7688789980,4635.0667771460,-4635.1854390380,-5226.9785270400,5227.0076166380,-4635.6238554610,4635.7420230000,-0.0000016259
0.0010000000,9000.4132812500,124.9993240356,5229.0249175480,-5228.9110344890,4638.4371920800,-4638.4307909140,-5229.6345120720,5229.6299964020,-4638.8660195240,4639.0208108050,-0.0000017950
0.0010000000,8000.4826416016,125.0005329132,5231.7192718660,-5231.6468171800,4641.8212248650,-4641.7415244550,-5232.3382179090,5232.3216958510,-4642.1772321380,4642.3486225120,-0.0000017849
0.0010000000,7000.3801757812,125.0005401611,5234.4582207660,-5234.3996600940,4645.1849934900,-4645.0765415300,-5235.0626987770,5235.0427717460,-4645.5309829480,4645.6767992540,-0.0000017789
0.0010000000,6000.3570800781,125.0006462097,5237.2116670740,-5237.1256305840,4648.4920328200,-4648.4763334350,-5237.8610618060,5237.7574955840,-4648.9188378230,4649.0240025950,-0.0000017849
0.0010000000,5000.3478271484,125.0000785828,5240.0095391560,-5239.9589145830,4651.9406688930,-4651.8520744020,-5240.6543499720,5240.6266040800,-4652.3212547240,4652.4710882270,-0.0000017901
0.0010000000,5000.3297851563,125.0003482819,5240.0014240350,-5239.8612282810,4651.9021687730,-4651.8397946070,-5240.6121853830,5240.6072480130,-4652.2863608800,4652.4922598240,-0.0000017969
0.0010000000,4500.2989990234,125.0005252838,5241.4383038970,-5241.3541210100,4653.6165773720,-4653.5711014440,-5242.0023823490,5241.9919464010,-4654.0298218310,4654.1400078230,-0.0000017901
0.0010000000,4000.0583862305,125.0002746582,5242.8217212860,-5242.7690526150,4655.3685905530,-4655.3155667160,-5243.5067979930,5243.4293375780,-4655.7134323260,4655.9125221340,-0.0000018027
0.0010000000,3500.4946777344,125.0004436493,5244.2842292930,-5244.1725823100,4657.1353562240,-4657.0280178960,-5244.9053597020,5244.8523979370,-4657.5145859450,4657.6874747670,-0.0000017964
0.0010000000,3000.5152832031,124.9999725342,5245.7073075690,-5245.6280968070,4658.8626099030,-4658.8428198320,-5246.3809846810,5246.3012134850,-4659.3101732650,4659.4462186090,-0.0000017986
0.0010000000,2500.2844604492,124.9999397278,5247.1847783510,-5247.0812701830,4660.6544171190,-4660.6008469490,-5247.7863500540,5247.7975014450,-4661.0593122890,4661.1922749760,-0.0000017955
0.0010000000,2000.1034973145,125.0000675201,5248.6241505060,-5248.5502892970,4662.4036778810,-4662.3759385850,-5249.2538933250,5249.2379519420,-4662.8397547660,4662.9857264190,-0.0000017994
0.0010000000,1500.3772399902,125.0001560211,5250.1432427180,-5250.0532786210,4664.1859897250,-4664.2002746510,-5250.7545494920,5250.7573373580,-4664.6244126040,4664.7456025920,-0.0000017943
0.0010000000,1000.5865081787,125.0005752563,5251.5892353500,-5251.5362617630,4666.0414948910,-4666.0415003430,-5252.3308824440,5252.2870782640,-4666.4665184400,4666.6186825840,-0.0000017906
0.0010000000,500.6193893433,125.0002845764,5253.1788410200,-5253.0935403390,4667.9436834400,-4667.8989810080,-5253.8063181760,5253.7693303690,-4668.3086043490,4668.5089107480,-0.0000017951
0.0010000000,0.2016463816,124.9999946594,5254.6994159980,-5254.6758227040,4669.8152024180,-4669.7574959080,-5255.2889111510,5255.2713794920,-4670.2216499550,4670.3750287720,-0.0000018015
0.0010000000,-500.0928207397,125.0004673004,5256.3229078860,-5256.2642253600,4671.8270789980,-4671.8178948290,-5256.8551320860,5256.7781052270,-4672.1824038480,4672.3158260260,-0.0000017909
0.0010000000,-1000.4281005859,125.0007232666,5257.3143349490,-5257.2268055360,4673.2956872840,-4673.2624770790,-5257.3839867330,5257.3324793230,-4672.7862891930,4672.9338145330,-0.0000017888
0.0010000000,-1500.2727783203,125.0002582550,5255.0084154010,-5254.8973083690,4670.3403350130,-4670.2748225500,-5254.3026909520,5254.2304458070,-4669.5520569160,4669.7142164150,-0.0000017824
0.0010000000,-2000.0455383301,125.0002456665,5251.0905485460,-5250.9169354800,4665.6689661930,-4665.5828122230,-5250.1137294270,5250.0397824830,-4664.9555396080,4665.1343981860,-0.0000017864
0.0010000000,-2500.4404785156,124.9999164581,5248.1590442690,-5248.1137668480,4662.3844832330,-4662.3150319620,-5247.3287184410,5247.2781507040,-4661.7125393290,4661.8730970240,-0.0000017797
0.0010000000,-3000.2858886719,125.0001388550,5246.3020755450,-5246.2006964980,4660.1939291860,-4660.1398177050,-5245.5126253530,5245.4804053090,-4659.4787349990,4659.6505662370,-0.0000017711
0.0010000000,-3500.4595703125,125.0004909515,5244.6720627090,-5244.6447861010,4658.2721784520,-4658.2633655820,-5243.9967550180,5243.9601701820,-4657.5764757480,4657.7555233830,-0.0000017774
0.0010000000,-4000.5548217773,125.0005500793,5243.2517433220,-5243.1713719060,4656.4826550460,-4656.4067638300,-5242.4649868430,5242.4799363240,-4655.7781819430,4655.9478413390,-0.0000017622
0.0010000000,-4500.1953125000,125.0005828857,5241.7907508420,-5241.7160110400,4654.7513071450,-4654.6908436900,-5241.0597679280,5241.0205545610,-4654.0488723340,4654.1738701960,-0.0000017688
0.0010000000,-5000.6169921875,125.0003437042,5240.3548552220,-5240.2382015700,4653.0361724490,-4652.9797815650,-5239.6113753100,5239.5508712150,-4652.3558254660,4652.4413271290,-0.0000017769
0.0010000000,-5000.6163085937,125.0008029938,5240.3574262970,-5240.2516549510,4653.0579020580,-4652.9944458110,-5239.6256357630,5239.5771634590,-4652.3209021220,4652.4676571870,-0.0000017628
