0.0010000000,10000.3289062500,145.0004249573,6114.7426197200,-6114.6981916940,5416.5974373130,-5416.5663142850,-6116.3237466700,6116.2828558580,-5415.6498988480,5415.8465382880,-0.0000018069,1000000.0000000000
0.0010000000,9000.5950195313,145.0000709534,6121.1381082280,-6121.0857623370,5422.6782493730,-5422.6230527320,-6122.5642108530,6122.5569465710,-5421.6972038710,5421.8516709560,-0.0000017968,1000000.0000000000
0.0010000000,8000.4548583984,145.0004020691,6127.6610734570,-6127.5750770200,5428.9239578950,-5428.8906073880,-6129.0027032970,6128.9825321500,-5428.0010762210,5428.1957701850,-0.0000018079,1000000.0000000000
0.0010000000,7000.5861083984,145.0005187988,6134.3682290740,-6134.3163578000,5435.3291465700,-5435.2400133490,-6135.6032108250,6135.6015303590,-5434.3673794210,5434.6024526300,-0.0000017978,1000000.0000000000
0.0010000000,6000.3808105469,145.0003356934,6141.3182961780,-6141.2216738260,5441.9368341370,-5441.9014779190,-6142.5157723560,6142.4833698640,-5440.9582226060,5441.1171659520,-0.0000017869,1000000.0000000000
0.0010000000,5000.3625488281,145.0002822876,6148.5110352120,-6148.3762060330,5448.7319166590,-5448.6658556650,-6149.6501808950,6149.6231559820,-5447.7884580110,5447.9551703090,-0.0000017958,1000000.0000000000
0.0010000000,5000.3609375000,145.0005592346,6148.5185193930,-6148.4660940610,5448.7175221190,-5448.6354439640,-6149.6242738490,6149.6073857830,-5447.7929101310,5447.9751949410,-0.0000017887,1000000.0000000000
0.0010000000,4500.3160400391,145.0004646301,6152.2408818230,-6152.1502658400,5452.2142139640,-5452.1600107360,-6153.3159832160,6153.2717461640,-5451.3129540540,5451.4408378300,-0.0000017833,1000000.0000000000
0.0010000000,4000.4984008789,145.0007011414,6156.0142450890,-6155.9343706380,5455.7843979230,-5455.7393965500,-6157.0532539540,6157.0055313400,-5454.9044807220,5455.0094743500,-0.0000017678,1000000.0000000000
0.0010000000,3500.0864868164,145.0007308960,6159.8865664890,-6159.8828041980,5459.4099099030,-5459.3440903340,-6160.8961737560,6160.8683304860,-5458.5590243170,5458.6687336760,-0.0000017696,1000000.0000000000
0.0010000000,3000.5152709961,145.0004455566,6163.8984606060,-6163.8338265950,5463.1450218330,-5463.1071421670,-6164.8190740080,6164.7166133080,-5462.2662202870,5462.4576201280,-0.0000017589,1000000.0000000000
0.0010000000,2500.3032104492,145.0004867554,6167.9530789740,-6167.9080290630,5466.9315883080,-5466.8954866360,-6168.8179393620,6168.7584438420,-5466.0379101720,5466.2154769250,-0.0000017670,1000000.0000000000
0.0010000000,2000.5011108398,145.0008834839,6172.1178299270,-6172.0631124730,5470.8439823450,-5470.7907472320,-6172.8959127010,6172.8624244020,-5469.9536950650,5470.1274698280,-0.0000017503,1000000.0000000000
0.0010000000,1500.3347961426,145.0006698608,6176.3954478490,-6176.3421298310,5474.8596080360,-5474.8054178610,-6177.0607715810,6177.0876995590,-5474.0083914120,5474.1489921660,-0.0000017562,1000000.0000000000
0.0010000000,1000.5750793457,145.0003410339,6180.8449598700,-6180.7943233760,5479.0129649410,-5478.9643270790,-6181.4116856950,6181.4454420360,-5478.2095188160,5478.3485799470,-0.0000017531,1000000.0000000000
0.0010000000,500.3467178345,145.0002990723,6185.3717248700,-6185.3126464900,5483.2713496540,-5483.1779857190,-6185.8824444310,6185.7868411160,-5482.4516578780,5482.5837182550,-0.0000017511,1000000.0000000000
0.0010000000,0.1444996357,145.0007064819,6188.9620072780,-6188.9424172250,5486.2534166290,-5486.2466728300,-6189.0967252070,6189.0761893510,-5485.8914593150,5486.0592941630,-0.0000017807,1000000.0000000000
0.0010000000,-500.1801803589,145.0004539490,6186.2030821150,-6186.0712739560,5482.8678592870,-5482.8225201070,-6185.5761624310,6185.6017220850,-5483.1131145230,5483.2720020930,-0.0000017570,1000000.0000000000
0.0010000000,-1000.5285217285,145.0009094238,6180.9775223500,-6180.9067465330,5477.8103095220,-5477.7707136620,-6180.2748028470,6180.2198690150,-5478.3003046710,5478.5090282900,-0.0000017566,1000000.0000000000
0.0010000000,-1500.5935363770,145.0001411438,6176.6498482480,-6176.5749187900,5473.6546443520,-5473.6481969190,-6175.8316472220,6175.8066986010,-5474.2235712400,5474.3536231890,-0.0000017571,1000000.0000000000
0.0010000000,-2000.5468444824,145.0006408691,6172.3966212670,-6172.3174977460,5469.6349715540,-5469.6415474980,-6171.5342789240,6171.4922472930,-5470.1819615490,5470.3376342610,-0.0000017515,1000000.0000000000
0.0010000000,-2500.5139648437,145.0008125305,6168.3150144430,-6168.3075740170,5465.7818923700,-5465.7415032250,-6167.3954901160,6167.3593885550,-5466.3532866070,5466.5217105940,-0.0000017474,1000000.0000000000
0.0010000000,-3000.3781982422,145.0004310608,6164.3259184970,-6164.2012048510,5461.9396806830,-5461.9529892360,-6163.3174107200,6163.2610634280,-5462.4371410250,5462.6058268370,-0.0000017489,1000000.0000000000
0.0010000000,-3500.5004028320,145.0004623413,6160.3831635210,-6160.3076167940,5458.2353805530,-5458.1414569880,-6159.3641071620,6159.2980548990,-5458.7977744370,5458.9719730750,-0.0000017533,1000000.0000000000
0.0010000000,-4000.4233520508,145.0008056641,6156.5832155730,-6156.5037192740,5454.6598671450,-5454.5901581890,-6155.4756170020,6155.4833583140,-5455.1958008420,5455.3863670030,-0.0000017602,1000000.0000000000
0.0010000000,-4500.2500000000,145.0006561279,6152.8862920590,-6152.8515485950,5451.0302575900,-5451.0559277670,-6151.7079869510,6151.6777851380,-5451.6270050340,5451.8504327970,-0.0000017580,1000000.0000000000
